,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS
0,2023-10-14,11.63,24.81,16.94,39.66,28.0,0.4736842105263157,0.75,23.259999999999998,12.200571024887862,0.9532340721000713,0.1270432340288144,0.5180085413303911,1.3441993794016485
1,2023-10-21,18.36,11.55,30.46,57.45,31.0,0.1071428571428572,0.631578947368421,29.455000000000002,20.235431796727244,0.5482956880512152,0.884834095949257,0.04966535975587838,1.3834644242445937
2,2023-10-28,12.89,35.64,61.46,80.45,46.0,0.4838709677419355,0.6428571428571428,47.61,29.54684077866871,1.1750833282002198,0.40511945387547893,0.46874723777572136,1.1114555442999776
3,2023-11-04,18.07,43.12,60.87,53.84,40.0,-0.13043478260869568,0.29032258064516125,43.975,18.748860409813354,1.3816839761866833,0.04560277165178998,0.9011214351543719,0.5261653126841008
4,2023-11-11,49.07,66.12,63.87,89.84,65.0,0.625,0.4130434782608696,67.225,16.867318498603545,1.0763418027295244,0.06551130223167799,0.198905356549576,1.34075846151078
5,2023-11-18,50.53,43.67,65.67,73.85,96.0,0.476923076923077,1.4,58.43,13.789628953190386,0.5728943125893351,1.0703696270656438,0.5250322560945301,1.1182316835604489
6,2023-11-25,25.28,43.28,42.62,144.14,119.0,0.23958333333333326,0.8307692307692307,63.83,54.18476169551731,0.7114546376825577,0.37925791969848405,0.3914384660245668,1.4821510234056083
7,2023-12-02,10.18,47.27,29.76,83.12,122.0,0.025210084033613356,0.27083333333333326,42.5825,30.981715440993042,1.0458588086160998,0.15129891722515135,0.41387314477216075,1.308433036163109
8,2023-12-09,13.24,16.69,16.47,119.6,158.0,0.29508196721311486,0.32773109243697474,41.5,52.09054488740415,0.5425168821152696,0.47628605255767303,0.48050946777583864,1.4993124024487812
9,2023-12-16,58.2,63.64,38.11,175.14,179.0,0.13291139240506333,0.4672131147540983,83.7725,61.89333371481401,0.413170505854967,0.3252773568921742,0.7377611975208695,1.476209060268011
10,2023-12-23,13.14,112.58,283.27,541.29,307.0,0.7150837988826815,0.9430379746835442,237.57,231.17500830900096,0.9708229347179899,0.5406726311562694,0.1976857288090368,1.3138098370652223
11,2023-12-30,116.72,290.05,548.43,743.89,381.0,0.24104234527687307,1.1284916201117317,424.7725,276.9919679190475,1.112135136315686,0.48637691920140225,0.4464299124952951,1.1520821430217931
12,2024-01-06,213.53,445.63,599.84,787.12,307.0,-0.19422572178477693,0.0,511.53,242.82731463600496,1.227209551967818,0.2713862734049637,0.3636740789740875,1.1349217463986945
13,2024-01-13,286.89,394.01,522.27,682.72,254.0,-0.17263843648208466,-0.33333333333333337,471.4725,170.56477799260512,1.082184154151701,0.45415296705254377,0.29781940092111103,1.2385177202831332
14,2024-01-27,11.51,11.54,9.55,11.03,130.0,-0.07801418439716312,-0.4881889763779528,10.907499999999999,0.9346790893135456,0.6446062684921022,0.6767028461763555,1.4523701402124916,0.1310610255440377
15,2024-02-03,8.55,7.54,17.18,15.76,121.0,-0.0692307692307692,-0.14184397163120566,12.257499999999999,4.915922260030834,0.7541819833368852,0.9596368189863134,1.0013380480042673,0.7124807543189327
16,2024-02-10,9.22,28.56,26.54,16.61,97.0,-0.19834710743801653,-0.25384615384615383,20.232499999999998,9.009799757301305,1.2222802167246565,0.9242713738728336,0.7000710526211826,0.4020622097693592
17,2024-02-17,23.13,21.99,13.98,9.83,85.0,-0.12371134020618557,-0.2975206611570248,17.232499999999998,6.397657774529675,0.9218217366172821,0.7436315238587061,0.5083891815765507,1.1570640788994366
18,2024-02-24,21.27,11.33,9.53,7.61,95.0,0.11764705882352944,-0.020618556701030966,12.435,6.082704990380513,1.452478792572071,0.18166259941054208,0.47758357582590477,0.7932326173356247
19,2024-03-02,6.79,4.1,5.0,19.24,78.0,-0.17894736842105263,-0.08235294117647063,8.782499999999999,7.0607477177231965,0.2821939091519473,0.6631733900145514,0.5357081361943492,1.4810754353608484
20,2024-03-09,4.77,4.23,14.09,11.07,55.0,-0.2948717948717948,-0.42105263157894735,8.54,4.83019668336601,0.7805065191202125,0.892303208861569,1.149021533452833,0.5237881945289493
21,2024-03-16,4.32,14.47,9.67,10.24,40.0,-0.2727272727272727,-0.4871794871794872,9.675,4.162823560997992,1.2863864926132487,1.1518624149543468,0.0012011078362403826,0.1357251854951419
22,2024-03-23,13.54,5.55,6.8,6.65,33.0,-0.17500000000000004,-0.4,8.135,3.646171508125566,1.482376785610564,0.7089628105094004,0.3661374669361893,0.4072765081649745
23,2024-03-30,5.24,4.56,4.11,2.67,48.0,0.4545454545454546,0.19999999999999996,4.145,1.0875201147565041,1.0068779281799043,0.38160213716407315,0.03218331277287295,1.356296752571103
