,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,is_wis_above_avg
0,2023-10-14,0.41,2.25,2.92,1.96,2.0,-0.5,0.0,1.885,1.0623401840590738,1.3884441369469833,0.34358109151569416,0.974264191010256,0.070598854421033,0.0,41,,,0
1,2023-10-21,1.42,2.28,1.4,8.44,2.0,0.0,-0.5,3.385,3.394873586257177,0.5788138939707613,0.32549076480289635,0.5847051295328047,1.4890097883064624,1.0,42,,0.41,0
2,2023-10-28,2.29,1.42,8.24,5.44,4.0,1.0,1.0,4.3475,3.1170859789232637,0.6600716226347799,0.9391784569931073,1.2487624744135508,0.3504876052143364,1.8333333333333333,43,1.3733333333333333,1.42,0
3,2023-11-04,0.58,3.43,0.53,10.37,5.0,0.25,1.5,3.7275,4.631129271930695,0.6796398491998524,0.06423919146527593,0.6904363519671256,1.4343153926322538,-0.75,44,1.43,2.29,0
4,2023-11-11,6.66,1.06,10.82,37.37,4.0,-0.19999999999999996,0.0,13.9775,16.0995494243369,0.4545158256999723,0.8023516472127629,0.19612350114761354,1.4529909740603488,3.6666666666666665,45,3.176666666666667,0.58,0
5,2023-11-18,1.19,9.94,36.54,55.03,11.0,1.75,1.2000000000000002,25.675,24.677045339073047,0.9922176526227405,0.6376371151324821,0.4402877188379038,1.1895670489173187,1.5,46,2.81,6.66,0
6,2023-11-25,9.68,35.44,56.24,103.05,8.0,-0.2727272727272727,1.0,51.1025,39.52245806711251,1.0480749939606757,0.3962936711427143,0.1299893845488074,1.3143792805545826,1.8333333333333333,47,5.843333333333334,1.19,0
7,2023-12-02,27.26,42.79,80.9,117.33,19.0,1.375,0.7272727272727273,67.07,40.3802385662426,0.9858782764418997,0.6012842138158585,0.34249426182344866,1.2446682284343105,20.666666666666668,48,12.709999999999999,9.68,1
8,2023-12-09,30.96,54.88,66.33,21.03,46.0,1.4210526315789473,4.75,43.300000000000004,20.91814045272667,0.5899185937625487,0.5535864923638827,1.1009582831727303,1.0646261817740648,23.083333333333332,49,22.633333333333336,27.26,1
9,2023-12-16,33.22,30.55,17.06,129.03,67.0,0.4565217391304348,2.526315789473684,52.465,51.53106021291107,0.37346408011955057,0.42527749107923873,0.6870613539429818,1.4858029251417708,34.0,50,30.48,30.96,1
