,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil
0,2023-10-14,1.66,0.53,1.06,1.99,4.0,-0.7333333333333334,-0.33333333333333337,1.31,0.6469930447848724,0.5409640842682879,1.2055771020836135,0.3864029173344915,1.0510159351498167,3.0
1,2023-10-21,2.12,3.71,1.68,2.22,7.0,0.75,-0.5333333333333333,2.4325,0.8833789296408043,0.3537553246001321,1.4461517669653399,0.8518428216371183,0.24055362072808972,0.5
2,2023-10-28,1.43,0.98,2.89,11.27,5.0,-0.2857142857142857,0.25,4.1425,4.821102052435729,0.5626306953260997,0.6559703498502452,0.25979537175887174,1.4783964169352164,-1.1666666666666667
3,2023-11-04,2.53,6.38,16.67,23.78,6.0,0.19999999999999996,-0.1428571428571429,12.34,9.684699272563915,1.0129380091120697,0.6154037241904112,0.44709700096383925,1.181244732338642,2.4166666666666665
4,2023-11-11,8.62,17.38,23.67,23.78,10.0,0.6666666666666667,1.0,18.3625,7.150768606707022,1.3624409536706419,0.13739781749873314,0.7422279047068957,0.757610866462479,5.916666666666667
5,2023-11-18,14.66,22.29,20.21,22.75,18.0,0.8,2.0,19.9775,3.7132319704896792,1.4320408857458906,0.6227728346567697,0.06261391743035676,0.7466541336587651,10.75
6,2023-11-25,21.29,18.09,18.65,65.07,30.0,0.6666666666666667,2.0,30.775,22.905873337057752,0.41408593597061877,0.5537880967619714,0.5293402186234847,1.4972142513560747,10.416666666666666
7,2023-12-02,2.94,9.24,9.17,23.98,37.0,0.2333333333333334,1.0555555555555554,11.3325,8.933985206315638,0.9393904071015419,0.23421798354006265,0.24205323269074577,1.4156616233323505,2.5833333333333335
8,2023-12-09,3.12,15.32,3.47,19.93,37.0,0.0,0.2333333333333334,10.46,8.485992379602203,0.8649548186777981,0.5727085039201768,0.8237103790950693,1.1159566938526904,-1.0833333333333333
9,2023-12-16,24.65,10.68,3.62,13.87,43.0,0.16216216216216206,0.16216216216216206,13.204999999999998,8.749820950549024,1.3080267658827764,0.288577333670075,1.095450987416899,0.07600155520419812,31.333333333333332
10,2023-12-23,5.02,26.83,61.99,152.87,91.0,1.116279069767442,1.4594594594594597,61.6775,65.16796317977108,0.8694072552751989,0.5347336068164409,0.0047953010152848195,1.3993455610763548,28.666666666666668
11,2023-12-30,33.86,71.9,168.93,250.98,93.0,0.0219780219780219,1.1627906976744184,131.4175,97.91523149302836,0.9963465184366761,0.6078472071450669,0.3831119982867113,1.2210817272950323,-3.4166666666666665
12,2024-01-06,34.9,112.3,167.36,153.22,93.0,0.0,0.0219780219780219,116.945,59.47129811934494,1.3795730477474182,0.07810490348938695,0.8477198513277606,0.6099580999090451,6.583333333333333
13,2024-01-13,72.83,109.25,71.0,117.32,100.0,0.07526881720430101,0.07526881720430101,92.6,24.12269885398398,0.8195600384380243,0.6902212766814928,0.8954221967759901,1.0247609585325221,-22.0
14,2024-01-27,59.04,76.14,85.52,12.27,68.0,0.030303030303030276,-0.31999999999999995,58.2425,32.54990668189388,0.024500838290993154,0.5498479665367402,0.8380208357148164,1.4123696405425497,31.166666666666668
15,2024-02-03,65.7,65.42,8.7,8.8,157.0,1.3088235294117645,1.378787878787879,37.155,32.79949339039655,0.8702878322004135,0.8617511149814218,0.8675438873800233,0.864495059801812,65.08333333333333
16,2024-02-10,8.74,88.94,109.26,132.66,175.0,0.1146496815286624,1.573529411764706,84.9,53.82407887429814,1.4149800905625463,0.07505934303929457,0.452585543672579,0.8873352038506721,10.5
17,2024-02-17,70.88,81.79,90.04,86.74,175.0,0.0,0.1146496815286624,82.36250000000001,8.372217448203315,1.371500450273681,0.06838092817606692,0.9170210935751069,0.522860284874636,-53.583333333333336
18,2024-02-24,28.05,24.71,17.11,33.35,86.0,-0.5085714285714286,-0.5085714285714286,25.805,6.8012033249026365,0.3300886464870008,0.16100092111504025,1.2784502366166908,1.1093625112447307,-51.083333333333336
19,2024-03-02,25.44,20.54,35.74,30.74,88.0,0.023255813953488413,-0.4971428571428571,28.115,6.5718465188002275,0.407039329410321,1.152644082348854,1.1602522941135336,0.39943111764564254,10.0
20,2024-03-09,10.14,9.38,6.23,10.77,92.0,0.045454545454545414,0.06976744186046502,9.13,2.015126133355759,0.5012093204895627,0.12406171299246604,1.4391158707126062,0.8138448372305767,11.666666666666666
21,2024-03-16,9.68,6.22,12.99,16.51,103.0,0.11956521739130443,0.17045454545454541,11.350000000000001,4.412897762997312,0.37843614098725703,1.162501439080615,0.3716378869575452,1.1692996931103259,-15.833333333333334
22,2024-03-23,8.26,18.47,25.65,6.69,66.0,-0.35922330097087374,-0.28260869565217395,14.767499999999998,8.93925565506808,0.7279688881378612,0.41418437315872947,1.2173832385955092,0.9035987236163769,-16.5
23,2024-03-30,9.26,10.64,4.26,6.39,70.0,0.06060606060606055,-0.3203883495145631,7.637499999999999,2.8642203709444805,0.566471775865828,1.0482782786053306,1.179203958697586,0.4355460957735717,4.0
