,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,is_wis_above_avg
0,2023-10-14,3.24,0.98,0.0,0.0,2.0,0.0,inf,1.0550000000000002,1.5281688388394787,1.4298158321689975,0.04907834664195655,0.6903687427635207,0.6903687427635207,2.0,41,,,0
1,2023-10-21,0.78,1.06,1.06,2.95,4.0,1.0,1.0,1.4625000000000001,1.0004124149569518,0.6822186428277865,0.40233407141125876,0.40233407141125876,1.4868867856503039,-0.5,42,,3.24,0
2,2023-10-28,1.09,1.06,1.67,5.89,1.0,-0.75,-0.5,2.4275,2.3253440605639413,0.5751836997728544,0.5880850164032736,0.325758244918084,1.4890269610942115,-2.5,43,1.7033333333333334,0.78,0
3,2023-11-04,0.76,2.4,5.09,7.97,0.0,-1.0,-1.0,4.055,3.161987771429021,1.0420660161221516,0.523404933742689,0.3273257440626485,1.2381452058021922,-0.75,44,0.8766666666666666,1.09,0
4,2023-11-11,2.61,5.33,8.09,10.97,0.0,,-1.0,6.75,3.5944401511222863,1.1517788100345405,0.39505456769300656,0.3727979723300202,1.1740354053975268,2.75,45,1.4866666666666666,0.76,0
5,2023-11-18,6.82,9.01,8.71,14.54,5.0,inf,inf,9.77,3.324484922510553,0.8873555058184011,0.228606842176944,0.31884638514152686,1.4348087331368724,4.416666666666667,46,3.396666666666667,2.61,0
6,2023-11-25,5.41,10.34,15.73,41.39,8.0,0.6000000000000001,inf,18.2175,16.012905992771373,0.7998235926559256,0.4919469335270002,0.15534344616292137,1.447113972345847,2.8333333333333335,47,4.946666666666666,6.82,0
7,2023-12-02,4.22,20.43,51.59,173.22,11.0,0.375,1.2000000000000002,62.365,76.47290783887672,0.7603346288663119,0.5483641355492095,0.140899572208006,1.4495983366235272,2.75,48,5.483333333333334,5.41,0
8,2023-12-09,1.98,3.37,10.1,50.22,14.0,0.2727272727272727,0.75,16.4175,22.812266254510238,0.6328831970890023,0.5719510659060612,0.2769343444231877,1.481768607418251,2.8333333333333335,49,3.8700000000000006,4.22,0
9,2023-12-16,19.88,16.81,5.41,24.67,20.0,0.4285714285714286,0.8181818181818181,16.6925,8.187577480549422,0.3893092929590335,0.014351009230646689,1.378002226764014,0.9743419245743343,17.5,50,8.693333333333333,1.98,1
10,2023-12-23,10.6,5.54,37.11,84.35,46.0,1.2999999999999998,2.2857142857142856,34.4,36.063306374577834,0.6599505811474172,0.8002594021812799,0.07514563339955888,1.3850643499291382,21.25,51,10.82,19.88,1
11,2023-12-30,18.55,76.73,155.31,275.73,57.0,0.23913043478260865,1.85,131.58,111.24543256541666,1.0160417141938296,0.4930539504868756,0.21331212844217962,1.2957835362385253,4.583333333333333,52,16.343333333333334,10.6,1
12,2024-01-06,44.24,88.41,153.56,239.07,55.0,-0.03508771929824561,0.19565217391304346,131.32,84.71299506765968,1.027941461997062,0.5065338554696134,0.2625335107351248,1.2719418067315509,-11.25,1,24.463333333333335,18.55,1
13,2024-01-13,47.17,86.17,131.67,197.0,37.0,-0.32727272727272727,-0.3508771929824561,115.5025,64.37638458057944,1.061452898375626,0.4556406854952335,0.2511402295318907,1.2659533543389687,-19.583333333333332,2,36.653333333333336,44.24,1
