,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,is_wis_above_avg
0,2023-10-14,0.25,0.68,0.68,0.77,0.0,-1.0,-1.0,0.595,0.23388031127053,1.475113480591094,0.3634337560876612,0.3634337560876612,0.7482459684157726,0.0,41,,,0
1,2023-10-21,0.34,0.39,0.39,0.41,0.0,,-1.0,0.3825,0.02986078811194818,1.4232712090741666,0.2511655074836768,0.2511655074836768,0.9209401941068129,1.0,42,,0.25,0
2,2023-10-28,0.34,0.39,0.39,0.62,2.0,inf,inf,0.43500000000000005,0.1255653880122491,0.7565779193127061,0.35837901441128206,0.35837901441128206,1.4733359481352688,1.1666666666666667,43,0.31,0.34,0
3,2023-11-04,1.02,0.84,0.45,3.39,2.0,0.0,inf,1.425,1.33142780502737,0.3041847244520137,0.4393779353195754,0.732296558865959,1.475859218637548,-0.16666666666666666,44,0.5666666666666668,0.34,0
4,2023-11-11,1.02,0.45,3.97,10.82,2.0,0.0,0.0,4.065,4.760227585595742,0.639675298133654,0.7594174721685252,0.019957029005811904,1.419049799307991,0.08333333333333333,45,0.7933333333333333,1.02,0
5,2023-11-18,0.21,4.17,12.14,24.37,2.0,0.0,0.0,10.2225,10.65694570065301,0.9395281050729646,0.5679394612688259,0.17992960214505968,1.3275379641967309,-1.0833333333333333,46,0.7500000000000001,1.02,0
6,2023-11-25,2.81,10.81,23.81,36.81,1.0,-0.5,-0.5,18.560000000000002,14.930394055974098,1.054895131431441,0.5190753821329314,0.35163171047714675,1.222338803087225,2.25,47,1.346666666666667,0.21,0
7,2023-12-02,10.84,25.19,38.26,54.93,7.0,6.0,2.5,32.305,18.78582887888279,1.1426166041642631,0.37874293681009696,0.31699426404836645,1.2043652769259936,7.166666666666667,48,4.62,2.81,0
8,2023-12-09,7.53,12.95,16.63,5.34,15.0,1.1428571428571428,14.0,10.6125,5.130798345936689,0.600783697227386,0.45558212239059653,1.1728194316515146,1.027617856814726,10.666666666666666,49,7.06,10.84,0
9,2023-12-16,9.52,8.82,12.68,34.98,28.0,0.8666666666666667,3.0,16.5,12.433899897725839,0.5613685213338933,0.6176662240464612,0.307224606231443,1.4862593516117972,13.166666666666666,50,9.296666666666667,7.53,0
