,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS
0,2023-10-14,1.17,2.16,0.47,2.16,4.0,-0.19999999999999996,inf,1.49,0.8247423840206105,0.38799994543751154,0.8123748857597898,1.2367498260820677,0.8123748857597898
1,2023-10-21,2.68,0.81,2.98,0.77,2.0,-0.5,-0.6,1.81,1.1842578548047156,0.7346373059467386,0.8444106964905039,0.9879605148938896,0.8781871243501241
2,2023-10-28,0.36,1.06,1.19,5.1,4.0,1.0,0.0,1.9274999999999998,2.1461807162181534,0.730367199814439,0.4042064088287245,0.3436336905028062,1.4782072991459698
3,2023-11-04,0.78,0.54,4.23,4.23,1.0,-0.75,-0.5,2.4450000000000003,2.063467954682117,0.806894042731329,0.9232030939358449,0.8650485683335869,0.8650485683335869
4,2023-11-11,0.61,5.51,4.23,10.23,4.0,3.0,0.0,5.1450000000000005,3.9746656043831745,1.1409764874305153,0.09183162467742828,0.23020804542423845,1.2793529081773252
5,2023-11-18,5.02,3.24,10.52,11.24,2.0,-0.5,1.0,7.505000000000001,3.9751687595203635,0.625130692640037,1.0729104241890368,0.7584583655169858,0.9395827513120871
6,2023-11-25,3.17,6.37,10.24,5.88,9.0,3.5,1.25,6.415,2.9125532899273563,1.1141427046922583,0.015450361082018967,1.3132806919716142,0.18368762619733695
7,2023-12-02,2.1,2.42,5.88,7.25,9.0,0.0,3.5,4.4125,2.5509916372527237,0.906510223800825,0.781068809047846,0.5752664879687399,1.1123125448799316
8,2023-12-09,5.22,2.14,21.93,20.17,15.0,0.6666666666666667,0.6666666666666667,12.365,10.13260249557503,0.705149541109529,1.009118832448556,0.9439825557330502,0.7702858178250349
9,2023-12-16,2.36,12.33,11.69,6.2,20.0,0.33333333333333326,1.2222222222222223,8.145,4.737457123816531,1.2211192310147094,0.8833853036813414,0.748291732747994,0.4105578054146256
10,2023-12-23,12.71,9.83,5.11,22.99,16.0,-0.19999999999999996,0.06666666666666665,12.66,7.565773809289657,0.006608709335006562,0.3740529483613661,0.9979151095859766,1.365359348612336
11,2023-12-30,3.16,25.4,56.77,98.33,51.0,2.1875,1.5499999999999998,45.915,41.287683797148674,1.0355388355050485,0.49687941083817266,0.2629113333974344,1.269506912945787
12,2024-01-06,26.15,62.24,109.42,133.12,58.0,0.13725490196078427,2.625,82.7325,47.863154496265004,1.1821723953529935,0.4281477101890376,0.5575792126714623,1.0527408928705688
13,2024-01-13,23.86,50.63,56.71,87.01,47.0,-0.18965517241379315,-0.07843137254901966,54.55250000000001,25.92013165475824,1.1841182139352942,0.15133024987085436,0.08323645993533882,1.2522120038708087
14,2024-01-27,11.25,28.57,37.47,28.57,34.0,-0.15000000000000002,-0.276595744680851,26.464999999999996,10.976767891020259,1.3861092947448492,0.19176865366006662,1.0025719874247172,0.19176865366006662
15,2024-02-03,8.21,12.16,8.18,8.52,65.0,0.911764705882353,0.625,9.2675,1.934448672533512,0.5466673864316135,1.4952580758897809,0.5621756810821563,0.38641500837601106
16,2024-02-10,8.03,5.33,8.46,14.17,77.0,0.18461538461538463,1.2647058823529411,8.9975,3.716193168642699,0.2603470691899933,0.9868970297202061,0.1446372606611071,1.391881359571306
17,2024-02-17,6.74,13.05,22.28,35.7,86.0,0.11688311688311681,0.32307692307692304,19.442500000000003,12.57743051395369,1.0099439615991166,0.508251664988967,0.22560251848356555,1.2925931081045177
18,2024-02-24,6.99,16.07,29.64,32.48,69.0,-0.19767441860465118,-0.10389610389610393,21.295,11.925838894322416,1.1994963311813849,0.4381243153039313,0.6997411313323072,0.9378795151530083
19,2024-03-02,17.46,32.69,36.64,35.48,64.0,-0.07246376811594202,-0.2558139534883721,30.567499999999995,8.894183024126873,1.4737160191603698,0.2386391188760549,0.6827496110128825,0.552327289271434
20,2024-03-09,12.71,13.82,11.64,7.71,50.0,-0.21875,-0.2753623188405797,11.47,2.6599874686421616,0.4661676096665901,0.8834628086423277,0.06391007551880666,1.4135404938277247
21,2024-03-16,6.16,4.66,2.56,3.69,33.0,-0.33999999999999997,-0.484375,4.2675,1.5258522208916565,1.2402904908406445,0.25723329862877303,1.1190467704678468,0.37847701900157055
22,2024-03-23,8.49,4.18,6.87,3.21,26.0,-0.21212121212121215,-0.48,5.6875,2.426442869716903,1.154982890789006,0.6212798243940862,0.48733890039536115,1.0210419667902808
23,2024-03-30,2.14,2.14,2.9,2.24,23.0,-0.11538461538461542,-0.303030303030303,2.355,0.36637867477970554,0.5868245473874102,0.5868245473874102,1.4875319922145986,0.3138828974397771
