,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS
0,2023-10-14,38.47,40.59,37.46,124.16,21.0,0.3125,0.0,60.17,42.67993517645811,0.5084356363308054,0.4587635833805146,0.5321001521231608,1.4992993718344807
1,2023-10-21,21.74,22.58,111.31,160.54,52.0,1.4761904761904763,2.25,79.04249999999999,68.68921427948737,0.8342284971676,0.8219995030116592,0.4697607963414431,1.1864672038378166
2,2023-10-28,23.74,103.58,170.31,181.54,49.0,-0.05769230769230771,1.3333333333333335,119.79249999999999,72.69502384391016,1.3213077721281543,0.22302076734731205,0.6949237695893814,0.8494047698860854
3,2023-11-04,75.2,125.27,134.32,188.61,51.0,0.04081632653061229,-0.019230769230769273,130.85,46.46259212169148,1.1977377382270347,0.12009661418341154,0.07468373677713944,1.2431506156333074
4,2023-11-11,134.2,146.27,201.32,303.61,132.0,1.5882352941176472,1.693877551020408,196.35000000000002,77.24428220479062,0.8045902975087202,0.6483327771397699,0.06434133191662612,1.388581742731863
5,2023-11-18,66.38,95.74,159.46,308.12,191.0,0.446969696969697,2.7450980392156863,157.425,107.71467789179586,0.8452422806431147,0.5726703287546876,0.01889250415847916,1.3990201052393227
6,2023-11-25,50.99,87.66,199.5,431.4,212.0,0.10994764397905765,0.606060606060606,192.3875,171.40465286858463,0.8249338488402002,0.6109956657961567,0.04149537297247783,1.3944341416638792
7,2023-12-02,27.65,49.7,96.34,163.07,279.0,0.3160377358490567,0.46073298429319376,84.19,59.87767697564761,0.9442584090727993,0.5760076499632268,0.202913683590989,1.3173523754450374
8,2023-12-09,74.46,167.12,95.51,269.35,394.0,0.4121863799283154,0.8584905660377358,151.61,87.94430093341278,0.8772598017285317,0.17636162702280642,0.6379037573165344,1.3388019320222593
9,2023-12-16,303.73,230.9,102.51,616.76,606.0,0.5380710659898478,1.172043010752688,313.475,218.63334459013032,0.04457234105012141,0.37768712798499476,0.9649260061199445,1.3871854751550603
10,2023-12-23,34.19,543.57,1254.86,1912.3,962.0,0.5874587458745875,1.4416243654822334,936.23,820.9944699367144,1.0987162922906568,0.47827362348770486,0.388102492364609,1.1888874234137525
11,2023-12-30,556.17,1272.66,1928.5,2725.71,1151.0,0.19646569646569656,0.8993399339933994,1620.76,925.5888014663964,1.150175972649395,0.37608493042321856,0.33248025420408306,1.1937806488685305
12,2024-01-06,803.0,1315.98,1978.39,2977.31,935.0,-0.1876629018245004,-0.028066528066528096,1768.67,938.4810268016432,1.0289712550620413,0.48236457325383986,0.22346749056262627,1.2878683377532547
13,2024-01-13,735.54,1171.3,1911.34,2578.39,728.0,-0.22139037433155084,-0.36750651607298,1599.1425,813.4804705861105,1.0616142995759648,0.5259407145837693,0.3837799569731066,1.2037750571866277
14,2024-01-27,133.44,236.52,162.83,110.97,649.0,-0.07285714285714284,-0.10851648351648346,160.94000000000003,54.6783302598022,0.502941473694144,1.3822660575201222,0.03456579582843362,0.9138903796544132
15,2024-02-03,173.08,97.0,47.63,27.56,360.0,-0.44530046224961484,-0.48571428571428577,86.31750000000001,64.78429252784454,1.3392521028567093,0.16489336509167882,0.5971740755426475,0.906971392405741
16,2024-02-10,16.81,8.61,15.98,6.62,188.0,-0.47777777777777775,-0.7103235747303545,12.004999999999999,5.1449943310626365,0.9339174527346048,0.6598646726397468,0.7725956034589087,1.046648383553766
17,2024-02-17,19.57,30.42,14.64,37.68,204.0,0.0851063829787233,-0.43333333333333335,25.5775,10.418561560983358,0.5766151080296521,0.46479544912752246,1.049809029392313,1.1616286882944427
18,2024-02-24,22.97,8.85,29.27,21.7,204.0,0.0,0.0851063829787233,20.6975,8.563882978337961,0.2653586002690842,1.383426189961707,1.0010062049754571,0.11706138471716462
19,2024-03-02,8.71,12.68,11.04,15.06,182.0,-0.10784313725490191,-0.10784313725490191,11.8725,2.6774786024666315,1.1811485615931876,0.30158971177438676,0.31092685455378033,1.1904857043725805
20,2024-03-09,20.13,13.31,19.45,21.57,126.0,-0.3076923076923077,-0.38235294117647056,18.615000000000002,3.645430930173642,0.4155887270994964,1.4552463348269529,0.22905385288982116,0.8106037548376328
21,2024-03-16,9.31,15.54,15.89,29.12,134.0,0.06349206349206349,-0.2637362637362637,17.465,8.337251745429466,0.9781400692944917,0.23089143266608184,0.18891117218133952,1.3979426741419132
22,2024-03-23,6.51,7.39,19.2,23.34,106.0,-0.20895522388059706,-0.15873015873015872,14.11,8.446289126000838,0.8998034387201305,0.7956156721314838,0.6026315135638769,1.0927875972877374
23,2024-03-30,11.9,24.34,25.32,60.69,97.0,-0.08490566037735847,-0.27611940298507465,30.5625,20.993320167773998,0.8889732472450002,0.29640380608075084,0.24972229061925855,1.4350993439450093
