,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,is_wis_above_avg
0,2023-10-14,22.29,32.14,24.76,31.19,13.0,2.25,0.08333333333333326,27.595,4.82221594981671,1.1001166383271659,0.9425127466912292,0.5879039905103699,0.745507882146308,-2.0,41,,,0
1,2023-10-21,35.77,30.67,33.76,21.51,11.0,-0.15384615384615385,1.75,30.4275,6.304191066266948,0.8474521066766442,0.03846647372374147,0.5286165925128524,1.4145351729132363,-2.5,42,,22.29,1
2,2023-10-28,26.77,30.67,18.03,18.77,8.0,-0.2727272727272727,-0.3846153846153846,23.56,6.174711869121237,0.5198623139085576,1.1514707326759643,0.8955883476368603,0.7757446989476604,3.6666666666666665,43,28.276666666666667,35.77,0
3,2023-11-04,9.32,2.84,3.15,30.47,17.0,1.125,0.5454545454545454,11.445,13.029700687275973,0.1630889343509746,0.6604142494541819,0.6366224519723926,1.4601256357775492,4.166666666666667,44,23.953333333333333,26.77,0
4,2023-11-11,2.67,4.54,30.16,39.28,17.0,0.0,1.125,19.1625,18.36190689988379,0.8981910261240011,0.7963497516748952,0.59893016885243,1.0956106089464661,8.333333333333334,45,12.92,9.32,0
5,2023-11-18,13.57,46.62,65.3,87.4,33.0,0.9411764705882353,0.9411764705882353,53.2225,31.25103344957838,1.2688380390356326,0.21127301311979735,0.3864672193796824,1.093643832775748,7.916666666666667,46,8.520000000000001,2.67,0
6,2023-11-25,47.85,55.4,81.19,135.53,36.0,0.09090909090909083,1.1176470588235294,79.9925,39.68114277168271,0.8100195144313627,0.6197528166338427,0.030178062332785232,1.3995942687324194,21.833333333333332,47,21.363333333333333,13.57,1
7,2023-12-02,9.66,10.28,15.39,17.94,74.0,1.0555555555555554,1.2424242424242422,13.317499999999999,4.011087757703638,0.9118474142021591,0.7572758771398657,0.5166927589703285,1.1524305323716975,25.0,48,23.69333333333333,47.85,0
8,2023-12-09,7.92,10.87,12.94,46.72,83.0,0.12162162162162171,1.3055555555555554,19.612499999999997,18.188683982080725,0.6428447495992183,0.48065599515682417,0.366848970853178,1.490349715609221,13.416666666666666,49,21.810000000000002,9.66,0
9,2023-12-16,28.01,36.26,12.35,56.24,109.0,0.31325301204819267,0.472972972972973,33.214999999999996,18.274416543353716,0.28482441492190996,0.16662638682751532,1.141760118606274,1.2599581467006695,36.583333333333336,50,15.196666666666667,7.92,0
10,2023-12-23,8.02,60.39,204.75,346.86,155.0,0.4220183486238531,0.8674698795180722,155.005,152.57729680394786,0.9633477789875016,0.620111916922832,0.3260314676037233,1.2574282283066105,57.5,51,14.65,28.01,0
11,2023-12-30,61.28,206.22,345.28,534.2,211.0,0.3612903225806452,0.9357798165137614,286.745,201.6424765932681,1.1181423865110731,0.399345422454945,0.29029101898044324,1.227196789985575,31.666666666666668,52,32.43666666666667,8.02,1
12,2024-01-06,153.34,277.51,443.04,644.66,209.0,-0.009478672985781977,0.34838709677419355,379.63750000000005,212.83592058594493,1.0632486254058755,0.47984146528856303,0.2978937945505186,1.2451962961439191,-30.416666666666668,1,74.21333333333332,61.28,1
13,2024-01-13,121.68,215.22,322.63,460.0,161.0,-0.2296650717703349,-0.23696682464454977,279.8825,145.4635492428716,1.0875748654795911,0.44452717080371085,0.29387087158602954,1.2382311646972728,-50.5,2,112.10000000000001,153.34,1
14,2024-01-27,19.69,22.0,33.57,69.94,120.0,-0.1724137931034483,-0.25465838509316774,36.3,23.234203235747078,0.7148943233157491,0.6154719339804463,0.11749918739626691,1.4478654446924628,-26.583333333333332,4,98.23666666666668,121.68,0
15,2024-02-03,9.9,19.82,62.72,49.73,105.0,-0.125,-0.27586206896551724,35.5425,24.796750291116776,1.0341072801457458,0.6340548586171975,1.0960105530334798,0.5721515857294636,-19.333333333333332,5,50.42333333333334,19.69,0
16,2024-02-10,17.1,54.14,42.32,35.79,80.0,-0.23809523809523814,-0.33333333333333337,37.3375,15.482253012185705,1.3071417954526097,1.085274861919332,0.3218200862677026,0.09995315273442436,-19.583333333333332,6,15.563333333333334,9.9,0
17,2024-02-17,47.46,32.56,22.92,59.84,73.0,-0.08750000000000002,-0.3047619047619048,40.69500000000001,16.272933560568195,0.4157209869271895,0.4999098638067542,1.0923045887111311,1.1764934655906945,15.083333333333334,7,24.820000000000004,17.1,1
18,2024-02-24,18.22,7.74,42.77,45.37,99.0,0.3561643835616439,0.23750000000000004,28.525,18.483175232266415,0.5575340746653948,1.1245362194973536,0.7707009115583262,0.9113693826044227,4.0,8,27.593333333333334,47.46,0
19,2024-03-02,3.68,31.34,38.77,20.37,76.0,-0.23232323232323238,0.041095890410958846,23.540000000000003,15.245342458162975,1.302692940778523,0.5116316685837097,0.9989936298115258,0.20793235761671297,-29.666666666666668,9,23.12,18.22,0
20,2024-03-09,26.46,28.04,12.56,6.13,56.0,-0.26315789473684215,-0.43434343434343436,18.2975,10.685031196335679,0.7639191547516723,0.9117895700052883,0.5369661439984953,1.138742580758465,7.5,10,16.12,3.68,0
21,2024-03-16,20.36,8.55,2.32,5.21,85.0,0.5178571428571428,0.11842105263157898,9.11,7.920231478098772,1.4204130309964789,0.07070500420960235,0.8572981760414303,0.49240985074544597,18.333333333333332,11,16.833333333333332,26.46,0
