,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS
0,2023-10-14,4.03,3.23,2.5,3.75,15.0,0.5,0.5,3.3775,0.6723776220745801,0.9704368179100777,0.21937077492986415,1.3050702033963106,0.5540041604160978
1,2023-10-21,1.07,0.87,1.0,11.58,13.0,-0.1333333333333333,0.30000000000000004,3.63,5.300647759157995,0.4829598411962115,0.5206910787896656,0.4961657743539205,1.4998166943397977
2,2023-10-28,0.76,2.3,10.26,8.84,13.0,0.0,-0.1333333333333333,5.54,4.708658690823392,1.0151510894844946,0.6880940439183604,1.00240860718971,0.7008365262131447
3,2023-11-04,2.18,11.02,5.53,3.76,14.0,0.07692307692307687,0.07692307692307687,5.6225000000000005,3.8497305100487225,0.8942184371124803,1.4020461915220366,0.024027655899173463,0.48380009851038347
4,2023-11-11,14.06,8.02,3.31,12.12,16.0,0.1428571428571428,0.23076923076923084,9.3775,4.764608238529865,0.9827670535709776,0.2849132461767436,1.2734520229667707,0.5755982155725371
5,2023-11-18,6.42,2.58,7.33,2.5,29.0,0.8125,1.0714285714285716,4.7075,2.5304462715760896,0.676758095690911,0.8407607874933797,1.036378456028855,0.8723757642263857
6,2023-11-25,0.98,3.92,1.72,2.26,26.0,-0.10344827586206895,0.625,2.2199999999999998,1.2488928430146973,0.9928794187071878,1.3612056546792095,0.4003546043174143,0.03202836834539319
7,2023-12-02,2.0,5.93,9.83,12.27,23.0,-0.11538461538461542,-0.2068965517241379,7.507499999999999,4.505421733866875,1.2224160856242572,0.3501337040530668,0.5154900333839925,1.057059756293332
8,2023-12-09,4.15,9.62,13.24,14.93,33.0,0.4347826086956521,0.26923076923076916,10.485,4.768944677109741,1.3283861375887,0.18138184830532375,0.5776959446025052,0.932072041291519
9,2023-12-16,4.12,4.25,2.21,16.86,27.0,-0.18181818181818177,0.17391304347826098,6.86,6.731572376990882,0.40703714474876124,0.38772516342856456,0.6907747164531897,1.4855370246305153
10,2023-12-23,1.09,1.15,10.89,17.7,28.0,0.03703703703703698,-0.1515151515151515,7.7075,8.098775113147255,0.8170988708227486,0.8096903430933393,0.39296065831407606,1.233828555602012
11,2023-12-30,3.06,8.86,14.07,9.26,32.0,0.1428571428571428,0.18518518518518512,8.8125,4.506849416906079,1.2763905486660458,0.010539513439658662,1.1665577244001282,0.09929331082625907
12,2024-01-06,14.48,22.6,21.06,50.82,40.0,0.25,0.4285714285714286,27.240000000000002,16.109583069299674,0.7920751235528228,0.28802731765557193,0.38362259118780934,1.4637250323962037
13,2024-01-13,15.07,11.72,39.45,30.6,25.0,-0.375,-0.21875,24.21,13.071972562190707,0.6992058739808313,0.9554793617090354,1.1658531202918896,0.4888321153979773
14,2024-01-27,14.93,2.61,7.96,5.77,30.0,0.30434782608695654,0.19999999999999996,7.8175,5.225523099811794,1.3611077521131172,0.9965509482079519,0.02726999714251238,0.39182680104767775
15,2024-02-03,1.12,2.57,2.17,3.69,5.0,-0.8333333333333334,-0.782608695652174,2.3874999999999997,1.062022441696345,1.1934776048380389,0.17184194310291304,0.20479793219114262,1.2264335939262692
16,2024-02-10,1.58,2.38,7.39,0.84,17.0,2.4,-0.43333333333333335,3.0475,2.9625144162799724,0.49535623925933114,0.22531535925424434,1.465815651777612,0.7451440532640365
17,2024-02-17,4.21,3.8,1.29,8.19,10.0,-0.4117647058823529,1.0,4.3725000000000005,2.8536102864032897,0.0569454072878384,0.2006230502909995,1.080210572090839,1.3377790296696759
18,2024-02-24,8.2,2.27,10.38,1.31,14.0,0.3999999999999999,-0.17647058823529416,5.54,4.437980020985524,0.5993717834289177,0.736821703688933,1.0905862525548733,0.9531363322948583
19,2024-03-02,2.12,10.66,0.59,1.96,16.0,0.1428571428571428,0.6000000000000001,3.8325000000000005,4.603168292962287,0.37202637205731004,1.4832175504941802,0.7044061380413593,0.4067850403955113
20,2024-03-09,7.63,0.26,1.23,4.35,9.0,-0.4375,-0.3571428571428571,3.3674999999999997,3.334650156563154,1.2782450331740742,0.9318818628946476,0.6409967761664711,0.2946336058870446
21,2024-03-16,0.24,0.79,1.55,3.66,18.0,1.0,0.125,1.56,1.499488801781016,0.8803000051965522,0.5135083363646554,0.006668939433307219,1.4004772809945147
22,2024-03-23,0.93,1.22,3.22,0.82,6.0,-0.6666666666666667,-0.33333333333333337,1.5475,1.1276930729000096,0.5475780731826421,0.2904159011616443,1.483116319672824,0.645122345328538
23,2024-03-30,1.08,5.59,2.35,6.61,7.0,0.16666666666666674,-0.6111111111111112,3.9074999999999998,2.617560887543975,1.0802040989590918,0.6427739686997956,0.5950195876671212,1.0324497179264178
