,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS
0,2023-10-14,2.0,3.0,1.0,2.0,0.0,,-1.0,2.0,0.816496580927726,0.0,1.224744871391589,1.224744871391589,0.0
1,2023-10-21,2.59,0.63,1.29,0.23,2.0,inf,inf,1.185,1.03361824029313,1.3593026373078976,0.5369487286162871,0.10158489460308132,0.9239388032946921
2,2023-10-28,0.65,1.37,0.55,0.82,3.0,0.5,inf,0.8475,0.36572986387952156,0.5400160596813071,1.4286500819416859,0.8134419126845004,0.07519210957587841
3,2023-11-04,1.03,1.62,0.42,1.49,1.0,-0.6666666666666667,-0.5,1.1400000000000001,0.5426478293208835,0.20270973927540376,0.8845515895653974,1.3268273843480964,0.6449855340581021
4,2023-11-11,1.68,0.97,4.67,1.27,2.0,1.0,-0.33333333333333337,2.1475,1.706660970042576,0.2739266955805155,0.6899437091894267,1.4780322772232093,0.5141618724532669
5,2023-11-18,0.68,4.05,2.07,8.43,1.0,-0.5,0.0,3.8074999999999997,3.377695220116818,0.9259272362329466,0.07179451791734284,0.5144040201294148,1.3685367384450189
6,2023-11-25,3.07,1.42,7.61,28.9,2.0,1.0,0.0,10.25,12.705817565194298,0.5650954740345513,0.6949572473154718,0.20777883724947285,1.4678315585994959
7,2023-12-02,3.91,10.66,30.66,43.28,7.0,2.5,6.0,22.1275,18.10720551787787,1.0060911929239018,0.6333114178594672,0.4712212489981166,1.1681813617852521
8,2023-12-09,1.44,9.18,10.65,8.43,6.0,-0.1428571428571429,2.0,7.425,4.0951556746966284,1.461482902098312,0.4285551367055201,0.7875158495015969,0.24541191589119524
9,2023-12-16,13.32,20.52,13.35,11.46,13.0,1.1666666666666665,0.8571428571428572,14.662500000000001,4.003801318746973,0.3353063484229405,1.4629846822252304,0.3278134691285733,0.7998648646737179
10,2023-12-23,3.33,26.07,109.45,223.58,33.0,1.5384615384615383,4.5,90.6075,99.69817195749714,0.8754172547637858,0.6473288199056781,0.18899544124071652,1.3337506334287477
11,2023-12-30,25.77,111.94,240.88,432.22,48.0,0.4545454545454546,2.6923076923076925,202.70250000000001,176.70950292782786,1.0012619415961077,0.5136254615410778,0.21604667189626203,1.2988407312409234
12,2024-01-06,59.15,134.64,226.47,395.54,54.0,0.125,0.6363636363636365,203.95,144.8962785351416,0.9993355347969254,0.4783421679335284,0.15542152101952192,1.3222561817109322
13,2024-01-13,42.61,66.41,117.95,196.65,32.0,-0.40740740740740744,-0.33333333333333337,105.905,68.18076243829096,0.9283410413206664,0.5792689695388218,0.1766627354879126,1.3309472753715754
14,2024-01-27,5.86,9.37,21.11,37.78,27.0,0.6875,-0.15625,18.53,14.39506165321983,0.880162954853759,0.6363293343694106,0.17922813129618753,1.3372641579269815
15,2024-02-03,4.43,20.29,36.33,42.21,23.0,-0.14814814814814814,0.4375,25.814999999999998,17.00201066540857,1.2577924117827333,0.32496156535420156,0.6184562641989919,0.9642977129379433
16,2024-02-10,18.67,31.43,39.22,32.14,18.0,-0.21739130434782605,-0.33333333333333337,30.365,8.553145620179748,1.367333203401513,0.12451559312720083,1.0352916217289785,0.20752598854533472
17,2024-02-17,28.71,35.91,30.12,36.73,26.0,0.4444444444444444,0.13043478260869557,32.8675,4.04183436078224,1.0286171151247705,0.7527522724635266,0.6797656100553954,0.9556304527166385
18,2024-02-24,16.57,10.21,18.9,34.85,42.0,0.6153846153846154,1.3333333333333335,20.1325,10.47650188119425,0.3400467102855041,0.9471195741215198,0.11764423029526579,1.4048105147022896
19,2024-03-02,9.0,15.23,34.9,9.71,46.0,0.09523809523809534,0.7692307692307692,17.21,12.117626280203009,0.6775254336249803,0.1633983384381804,1.4598568722077832,0.6189331001446227
20,2024-03-09,7.11,17.05,3.64,4.92,37.0,-0.19565217391304346,-0.11904761904761907,8.18,6.0844336904377005,0.17585860154604233,1.4578185006667257,0.7461664028215257,0.5357934962991573
21,2024-03-16,16.88,1.32,2.78,14.24,43.0,0.16216216216216206,-0.06521739130434778,8.805,7.896638525347352,1.0225870126991539,0.9478716767867698,0.7629828794442604,0.6882675435318764
22,2024-03-23,2.5,2.73,12.64,6.34,59.0,0.37209302325581395,0.5945945945945945,6.0525,4.730647418694401,0.7509542955920493,0.7023351575241615,1.392515530531351,0.06077392258485964
23,2024-03-30,2.76,15.75,9.01,15.41,33.0,-0.44067796610169496,-0.2325581395348837,10.732499999999998,6.153104230115615,1.2956874614571898,0.8154420618201886,0.27994000029601857,0.7601853999330209
