,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,is_wis_above_avg
0,2023-10-14,12.71,19.48,5.09,18.84,13.0,-0.23529411764705888,0.18181818181818188,14.030000000000001,6.695884308040774,0.1971360225586446,0.8139328204125853,1.335148516419911,0.7183517185659697,20.0,41,,,0
1,2023-10-21,19.38,3.09,24.57,8.03,33.0,1.5384615384615383,0.9411764705882353,13.7675,9.918368061329446,0.5658693008058935,1.0765379883037736,1.0891408680544616,0.5784721805565818,15.5,42,,12.71,0
2,2023-10-28,2.95,21.42,11.57,50.03,44.0,0.33333333333333326,2.3846153846153846,21.4925,20.4668388293519,0.9059777210639794,0.003542315479419534,0.4848086254419488,1.394328661985348,-7.416666666666667,43,11.68,19.38,0
3,2023-11-04,10.45,3.4,27.66,83.36,26.0,-0.40909090909090906,-0.21212121212121215,31.2175,36.22429421902746,0.5733030952771883,0.7679238643492565,0.09820757247856496,1.4394345321050095,1.3333333333333333,44,10.926666666666668,2.95,0
4,2023-11-11,3.39,34.35,81.52,114.36,46.0,0.7692307692307692,0.045454545454545414,58.405,49.22925451395745,1.1175265712057894,0.48863222158239145,0.46953788409382563,1.136620908694355,2.0833333333333335,45,5.596666666666667,10.45,0
5,2023-11-18,32.08,84.42,100.72,250.1,33.0,-0.28260869565217395,0.26923076923076916,116.83,93.54748455552755,0.9059570164037327,0.3464550666860764,0.17221200630400157,1.4246240893938105,10.75,46,15.306666666666667,3.39,0
6,2023-11-25,80.08,102.5,240.05,422.02,75.0,1.272727272727273,0.6304347826086956,211.1625,157.3589672002626,0.833015762191538,0.6905389755241013,0.1835770818401241,1.3399776558755152,54.5,47,38.516666666666666,32.08,0
7,2023-12-02,26.49,56.47,123.82,261.7,129.0,0.72,2.909090909090909,117.11999999999999,104.62709304955385,0.8662192302052729,0.5796777701859186,0.06403695070479236,1.381860049686399,34.0,48,46.21666666666667,80.08,0
8,2023-12-09,58.71,78.88,86.7,151.13,160.0,0.24031007751937983,1.1333333333333333,93.855,39.96265464989365,0.8794460805444398,0.37472485577331033,0.17904215980354155,1.4332130961212912,82.75,49,55.09333333333334,26.49,0
9,2023-12-16,107.21,106.72,126.08,650.46,305.0,0.90625,1.364341085271318,247.6175,268.71286737271566,0.5225187069484437,0.5243422147126637,0.4522950508038849,1.4991559724649923,169.66666666666666,50,64.13666666666667,58.71,1
10,2023-12-23,29.77,457.72,1225.41,2357.2,490.0,0.6065573770491803,2.0625,1017.525,1020.9451269779388,0.9674907827062326,0.5483203604262823,0.20362015010087042,1.3121909930316444,243.08333333333334,51,65.23,107.21,0
11,2023-12-30,437.48,1179.02,2275.14,3832.0,733.0,0.4959183673469387,1.40327868852459,1930.9099999999999,1475.1620496293508,1.0123836905750383,0.509699934450537,0.233350634316068,1.2887329907095075,95.91666666666667,52,191.48666666666668,29.77,1
12,2024-01-06,662.07,1415.29,2383.89,3681.52,667.0,-0.09004092769440653,0.36122448979591826,2035.6925,1304.061309048901,1.0533419636549393,0.47574642058238975,0.2670100689161254,1.2620783153212032,-96.66666666666667,1,376.44000000000005,437.48,1
