,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,is_wis_above_avg
0,2023-10-14,1.0,0.0,1.0,5.0,0.0,,-1.0,1.75,2.217355782608345,0.338240712601273,0.7892283294029703,0.338240712601273,1.4657097546055162,1.0,41,,,0
1,2023-10-21,0.27,0.59,2.87,0.68,1.0,inf,inf,1.1025,1.1913962397120448,0.6987599693962536,0.4301675487274234,1.483553448537992,0.3546259304143149,0.0,42,,1.0,0
2,2023-10-28,0.57,2.87,1.27,1.76,0.0,-1.0,,1.6175,0.967311566490687,1.0828982473560498,1.294825827984203,0.3592430939916251,0.14731551336347226,-0.4166666666666667,43,0.6133333333333333,0.27,0
3,2023-11-04,4.27,2.27,5.27,17.27,1.0,inf,0.0,7.27,6.782329983125268,0.4423258684646914,0.7372097807744856,0.29488391230979427,1.4744195615489712,3.1666666666666665,44,1.7033333333333331,0.57,0
4,2023-11-11,2.27,5.27,17.27,20.27,5.0,4.0,inf,11.27,8.831760866327848,1.019049330730136,0.6793662204867574,0.6793662204867574,1.019049330730136,0.8333333333333334,45,2.3699999999999997,4.27,0
5,2023-11-18,2.24,9.14,11.39,26.73,3.0,-0.4,2.0,12.375,10.331500375066536,0.9809804609269763,0.31312005832252277,0.0953394922558531,1.3894400115053525,-0.75,46,2.9266666666666663,2.27,0
6,2023-11-25,9.48,10.37,19.33,53.46,6.0,1.0,0.19999999999999996,23.16,20.684014761807404,0.6613803053969886,0.6183519083353424,0.1851671469057359,1.4648993606380667,8.666666666666666,47,4.663333333333333,2.24,0
7,2023-12-02,2.93,5.83,12.47,27.54,18.0,2.0,5.0,12.192499999999999,10.983291476905576,0.8433264308314259,0.5792890057937864,0.02526565015446392,1.3973497864707487,7.166666666666667,48,4.883333333333334,9.48,0
8,2023-12-09,5.0,13.0,15.65,19.95,21.0,0.16666666666666674,2.5,13.399999999999999,6.289806568302929,1.3354941696190232,0.06359496045804852,0.35772165257652444,1.0413674775005481,6.666666666666667,49,5.803333333333334,2.93,0
9,2023-12-16,22.75,22.19,13.17,61.55,37.0,0.7619047619047619,1.0555555555555554,29.915,21.542060409038562,0.33260513915343615,0.35860079552830343,0.7773165464234876,1.4685224811052273,29.833333333333332,50,10.226666666666667,5.0,1
