,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,is_wis_above_avg
0,2023-10-14,75.1,74.93,126.55,188.61,168.0,0.5,0.36585365853658547,116.2975,53.98368727371878,0.7631472039157363,0.7662963033675396,0.18991848311538526,1.3395250241678909,74.0,41,,,0
1,2023-10-21,65.11,116.92,175.44,160.0,242.0,0.44047619047619047,1.1607142857142856,129.3675,49.48060857548136,1.2986400501112854,0.25156319532755284,0.9311223391627774,0.6190809062760602,39.0,42,,75.1,0
2,2023-10-28,124.11,184.92,175.44,254.0,246.0,0.016528925619834656,0.4642857142857142,184.6175,53.41475100569131,1.1327863345006133,0.00566322961924412,0.17181583415079763,1.2989389390321662,24.916666666666668,43,88.10666666666667,65.11,0
3,2023-11-04,102.85,77.38,160.11,211.28,305.0,0.23983739837398366,0.2603305785123966,137.905,59.9140531650686,0.5850881078504292,1.0101970539907923,0.3706142186512276,1.2246709431899938,73.75,44,97.35666666666667,124.11,0
4,2023-11-11,102.85,170.91,239.11,255.28,373.0,0.22295081967213104,0.5162601626016261,192.0375,69.80022797240709,1.2777537064099125,0.3026852578239711,0.6743889148701402,0.9060500493637438,26.916666666666668,45,109.93666666666665,102.85,0
5,2023-11-18,79.08,122.43,130.54,409.9,373.0,0.0,0.22295081967213104,185.48749999999998,151.30433159144297,0.7032680352293224,0.41675938379788063,0.36315880333400546,1.4831862223612087,42.583333333333336,46,94.92666666666666,102.85,0
6,2023-11-25,76.8,69.45,334.02,622.79,467.0,0.25201072386058976,0.25201072386058976,275.765,262.0260458427749,0.7593329104366447,0.7873835569911108,0.22232522653475104,1.3243912408930045,97.25,47,86.24333333333334,79.08,0
7,2023-12-02,152.39,130.69,144.8,296.65,546.0,0.16916488222698067,0.46380697050938346,181.1325,77.53476741651664,0.3707046652451454,0.6505791102593107,0.46859623380079096,1.489880009305247,37.25,48,102.75666666666666,76.8,0
8,2023-12-09,24.56,51.64,47.64,218.34,590.0,0.08058608058608052,0.2633832976445396,85.545,89.33088361069014,0.6826866312637927,0.37954399004671463,0.4243213373461353,1.486551958656643,176.66666666666666,49,84.58333333333333,152.39,0
9,2023-12-16,180.54,182.03,54.99,318.66,910.0,0.5423728813559323,0.6666666666666667,184.055,107.69205495300015,0.03263936231446284,0.018803615558118682,1.1984635269178177,1.2499065047903992,364.0,50,119.16333333333334,24.56,1
10,2023-12-23,56.28,249.24,885.09,1523.07,1259.0,0.3835164835164835,1.1338983050847458,678.4200000000001,665.1816201609903,0.9352934313630418,0.645207244145032,0.31069709946282154,1.2698035760452517,330.0833333333333,51,87.12666666666667,180.54,0
11,2023-12-30,303.87,965.93,1615.7,2176.18,1530.0,0.21525019857029393,0.6813186813186813,1265.42,809.6197705507608,1.1876562739394143,0.3699143856087726,0.43264753745046847,1.1249231220977178,179.91666666666666,52,180.23000000000002,56.28,1
12,2024-01-06,603.61,1139.12,1534.09,2264.51,1589.0,0.03856209150326806,0.26211278792692605,1385.3325,699.2359002213298,1.1179667688008592,0.35211650306007775,0.21274293833156105,1.257340333529376,-107.33333333333333,1,321.25333333333333,303.87,1
13,2024-01-13,860.22,1172.36,1790.48,2628.95,1391.0,-0.12460667086217747,-0.09084967320261439,1613.0025,779.8493211031218,0.9652922425259858,0.5650354345076524,0.22757921972535972,1.302748457308278,-87.66666666666667,2,589.2333333333333,603.61,1
14,2024-01-27,85.92,233.47,484.87,537.59,1435.0,0.11068111455108354,0.03163191948238686,335.4625,212.80042032774904,1.172659807793903,0.4792871172101732,0.7021015267257786,0.9498453982782983,7.083333333333333,4,516.5833333333334,860.22,0
15,2024-02-03,133.34,359.26,393.29,444.04,1350.0,-0.059233449477351874,0.04489164086687314,332.4825,137.25571958331403,1.4508867142627218,0.19509205212935457,0.4430234323538695,0.8127712297794975,-131.08333333333334,5,359.82666666666665,85.92,0
16,2024-02-10,260.66,283.12,328.98,412.66,1176.0,-0.12888888888888894,-0.18048780487804883,321.355,67.182690975181,0.9034321060825365,0.5691198051909679,0.11349649573901213,1.3590554155344923,-251.41666666666666,6,159.97333333333333,133.34,1
17,2024-02-17,153.69,200.34,274.21,220.32,892.0,-0.24149659863945583,-0.33925925925925926,212.14,49.91739776871386,1.1709344359419713,0.23639052770085964,1.243454241897659,0.16387072174517256,-200.75,7,182.56333333333336,260.66,0
18,2024-02-24,57.31,125.76,60.11,108.04,788.0,-0.11659192825112108,-0.3299319727891157,87.805,34.385051500131084,0.8868679460865065,1.1038226887592506,0.8054372115712675,0.588482468898523,-100.58333333333333,8,157.22,153.69,0
19,2024-03-02,221.4,150.76,183.11,146.04,655.0,-0.16878172588832485,-0.26569506726457404,175.3275,34.85475708804563,1.321842521628183,0.7048535710044032,0.22328372509786457,0.8402726757216428,-164.83333333333334,9,144.13333333333333,57.31,1
20,2024-03-09,23.21,45.4,22.78,25.77,487.0,-0.25648854961832057,-0.38197969543147203,29.29,10.82079787569598,0.5618809324269852,1.4887996416774234,0.6016192220558674,0.3252994871945704,-91.25,10,100.64,221.4,0
21,2024-03-16,22.77,15.23,14.13,12.09,462.0,-0.05133470225872694,-0.29465648854961835,16.055,4.661855853627395,1.440413477129511,0.17696814871658162,0.41292568033869054,0.8505196480742384,-69.16666666666667,11,89.12666666666667,23.21,0
22,2024-03-23,52.61,43.11,29.32,15.18,339.0,-0.26623376623376627,-0.3039014373716632,35.055,16.339797020363093,1.0743707512475515,0.49296818007969395,0.3509835521734382,1.2163553791538073,-80.5,12,32.86333333333334,22.77,0
23,2024-03-30,10.97,10.14,11.46,8.96,301.0,-0.11209439528023601,-0.3484848484848485,10.3825,1.0936902364624699,0.5371722087419041,0.22172640105516855,0.9851966892245134,1.3006424969112473,-38.0,13,28.78333333333333,52.61,0
