,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS,1st_deriv_stencil
0,2023-10-14,2.68,4.08,10.78,16.41,26.0,0.18181818181818188,-0.10344827586206895,8.4875,6.355435337829608,0.913784767100356,0.6935008800679844,0.36071486501550837,1.2465707821528316,6.0
1,2023-10-21,3.98,9.94,11.82,24.18,32.0,0.23076923076923084,0.4545454545454546,12.48,8.485815615877279,1.0016715404581948,0.2993230250310372,0.07777684902381281,1.3787714145130447,-2.5
2,2023-10-28,14.69,16.94,23.82,41.18,21.0,-0.34375,-0.1923076923076923,24.1575,11.994516455447464,0.7893190221686854,0.6017333026144691,0.02813785793313232,1.4191901827162874,6.5
3,2023-11-04,18.72,27.13,37.99,96.99,45.0,1.1428571428571428,0.40625,45.207499999999996,35.41140717810199,0.7479934323643475,0.510499340200717,0.20381850299536286,1.4623112755604275,18.0
4,2023-11-11,30.43,44.13,89.99,140.99,52.0,0.15555555555555545,1.4761904761904763,76.385,50.03714986554157,0.9184176181794725,0.6446210482946119,0.27189798053164427,1.2911406859424397,7.666666666666667
5,2023-11-18,26.55,74.7,115.95,198.07,64.0,0.23076923076923084,0.4222222222222223,103.8175,72.68385119818569,1.063062822432402,0.4006048045061048,0.16692153483885364,1.2967460920996532,12.0
6,2023-11-25,69.51,104.31,190.26,334.82,81.0,0.265625,0.5576923076923077,174.725,118.18095404928832,0.8902872789139884,0.5958235873661406,0.13145096115505212,1.354659905125077,35.583333333333336
7,2023-12-02,25.51,41.46,81.31,139.6,133.0,0.6419753086419753,1.078125,71.97,50.82795884156671,0.9140638549900879,0.6002601854444164,0.18375713313834321,1.3305669072961612,47.333333333333336
8,2023-12-09,78.54,173.55,314.61,44.04,177.0,0.3308270676691729,1.1851851851851851,152.685,121.04581901081922,0.6125366460891378,0.17237274422617663,1.33771658800976,0.8975526861467986,59.0
9,2023-12-16,141.75,261.54,14.2,325.53,264.0,0.4915254237288136,0.9849624060150375,185.755,137.4141852211772,0.32023622546079245,0.5515078365309889,1.2484518954420236,1.0171802843718274,119.66666666666667
10,2023-12-23,98.94,191.43,667.02,1093.71,421.0,0.5946969696969697,1.3785310734463279,512.775,460.36181803012295,0.898934237793199,0.6980270461504114,0.3350516788295142,1.2619096051140966,231.41666666666666
11,2023-12-30,279.9,803.54,1299.31,1868.73,649.0,0.5415676959619953,1.4583333333333335,1062.87,679.6097613091404,1.1520876311307764,0.3815866321585044,0.3479055385322054,1.1857687247570758,39.0
12,2024-01-06,513.22,868.05,1231.02,1769.67,480.0,-0.26040061633281975,0.14014251781472686,1095.49,536.5489601145454,1.085213173977066,0.4238942145213457,0.25259577424409935,1.2565116142543125,-236.66666666666666
13,2024-01-13,386.44,558.05,836.23,1206.87,268.0,-0.44166666666666665,-0.5870570107858244,746.8975,358.3052627183511,1.006006714122256,0.527057566967542,0.24931953084434752,1.2837447502454495,-138.5
14,2024-01-27,30.21,34.87,60.46,66.65,213.0,0.08121827411167515,-0.2052238805970149,48.0475,18.183748009325985,0.9809583805743236,0.7246855815006673,0.6826150468887902,1.023028915186201,-33.0
15,2024-02-03,22.57,41.7,53.03,62.89,175.0,-0.17840375586854462,-0.1116751269035533,45.0475,17.30625007523775,1.298808228373021,0.1934272292060364,0.4612495465682412,1.0309859110108164,-42.5
16,2024-02-10,28.91,35.88,49.83,52.68,132.0,-0.24571428571428566,-0.3802816901408451,41.825,11.31446419411896,1.1414592665124144,0.5254336306168256,0.7075014656160952,0.9593914315131437,-21.5
17,2024-02-17,19.49,35.16,37.09,30.8,130.0,-0.015151515151515138,-0.2571428571428571,30.634999999999998,7.882066141987561,1.4139693576828638,0.5740880523566583,0.8189477078369577,0.02093359748924866,-8.333333333333334
18,2024-02-24,25.07,33.71,27.04,24.69,111.0,-0.1461538461538462,-0.15909090909090906,27.627499999999998,4.183765249947309,0.6112914676635375,1.4538339597511134,0.1404237486812621,0.7021187434063112,-12.416666666666666
19,2024-03-02,17.8,19.18,18.83,21.74,107.0,-0.036036036036036,-0.17692307692307696,19.3875,1.674144059910416,0.9482457561537124,0.12394393348150873,0.333005989956344,1.4051956795915652,-5.0
20,2024-03-09,11.94,11.31,14.98,5.78,97.0,-0.09345794392523366,-0.12612612612612617,11.002500000000001,3.8326872643964403,0.2446064432934193,0.08023091340024148,1.037783603412882,1.362620960106544,-15.666666666666666
21,2024-03-16,8.65,10.28,5.95,17.35,78.0,-0.19587628865979378,-0.2710280373831776,10.557500000000001,4.867671414547207,0.3918711510188157,0.05700877819539814,0.9465511550821457,1.395431084296359,-16.333333333333332
22,2024-03-23,7.05,4.18,16.44,4.64,67.0,-0.14102564102564108,-0.30927835051546393,8.0775,5.715303287373879,0.17978048553782455,0.6819410631471249,1.463176944340688,0.6014553956557388,-7.5
23,2024-03-30,4.58,17.3,4.95,4.95,63.0,-0.05970149253731338,-0.1923076923076923,7.945,6.239105170882548,0.5393401630259755,1.4994137370306095,0.480036787002317,0.480036787002317,-4.0
