,date,1wk_WIS,2wk_WIS,3wk_WIS,4wk_WIS,prev_week_hosp,1_week_roc,2_week_roc,avg_wis,std_wis,abs_z_1wk_WIS,abs_z_2wk_WIS,abs_z_3wk_WIS,abs_z_4wk_WIS
0,2023-10-14,1.26,8.95,8.17,11.98,16.0,0.1428571428571428,0.0,7.59,4.528686343742521,1.3977563292159614,0.3003078369247562,0.12807245986496962,0.9693760324262356
1,2023-10-21,7.06,14.03,8.58,11.4,14.0,-0.125,0.0,10.2675,3.086242321443128,1.0392897465355775,1.2191200845955132,0.5467814332903466,0.3669510952304104
2,2023-10-28,8.71,15.03,8.58,31.15,28.0,1.0,0.75,15.8675,10.623773262515222,0.6737248455079915,0.07883263124176643,0.6859615524470121,1.43851902919677
3,2023-11-04,3.82,2.34,14.72,49.88,30.0,0.0714285714285714,1.1428571428571428,17.69,22.15864315942352,0.6259408529759836,0.692731946155829,0.13403347752982492,1.4527062766616372
4,2023-11-11,3.82,19.18,51.72,78.88,31.0,0.03333333333333344,0.1071428571428572,38.4,33.57200023829381,1.030025013539599,0.5725008895382039,0.39675920128245973,1.205766701795343
5,2023-11-18,15.21,50.43,72.83,141.79,31.0,0.0,0.03333333333333344,70.065,53.37516619802384,1.0277251371262417,0.36786770699979504,0.05180311738499789,1.343789726741039
6,2023-11-25,41.97,61.17,128.51,231.29,51.0,0.6451612903225807,0.6451612903225807,115.73499999999999,85.50784194056901,0.8626694151779586,0.6381286062385318,0.14940150178131129,1.3513965196351796
7,2023-12-02,11.22,26.99,50.92,99.91,88.0,0.7254901960784315,1.838709677419355,47.26,38.70905406576951,0.9310483262847346,0.5236500991618083,0.09455152259162408,1.360146902854919
8,2023-12-09,80.45,161.33,306.76,379.6,117.0,0.3295454545454546,1.2941176470588234,232.035,135.81416727769357,1.1161206745836791,0.5206010640659632,0.5502003325412502,1.0865214061083923
9,2023-12-16,66.44,148.97,140.15,27.43,191.0,0.6324786324786325,1.1704545454545454,95.7475,58.68113517136491,0.49943648694617304,0.9069780235943935,0.7566741827732644,1.1642157194214848
10,2023-12-23,24.56,13.43,284.97,736.16,298.0,0.5602094240837696,1.5470085470085468,264.78,338.37317239994064,0.7099262577355618,0.7428189363160165,0.0596678509020108,1.3930773431495678
11,2023-12-30,66.05,423.65,963.62,1568.96,476.0,0.5973154362416107,1.492146596858639,755.5699999999999,655.8701119886467,1.0513057195262707,0.5060758127757856,0.31721219826464886,1.2401693340374078
12,2024-01-06,401.19,921.34,1517.52,2249.34,595.0,0.25,0.9966442953020134,1272.3475,795.1405650732455,1.0956018825674578,0.44144081615011865,0.3083385639838605,1.228704134733716
13,2024-01-13,551.24,957.47,1409.95,2168.03,518.0,-0.12941176470588234,0.08823529411764697,1271.6725000000001,692.8981726235105,1.0397379131081221,0.4534612911596225,0.19956395537376262,1.2936352488939817
14,2024-01-27,101.58,146.08,332.85,321.49,356.0,-0.0871794871794872,-0.3127413127413128,225.5,118.88622768568837,1.0423410887224038,0.6680336448219278,0.9029641371396875,0.8074105964046445
15,2024-02-03,60.62,235.38,235.47,341.58,415.0,0.1657303370786516,0.0641025641025641,218.2625,116.40084546514255,1.3543071733719294,0.14705649200053295,0.14782968226079574,1.059420999110601
16,2024-02-10,168.92,155.6,270.19,180.68,379.0,-0.08674698795180724,0.06460674157303381,193.84750000000003,51.91599584906371,0.48015066632781533,0.736718989484429,1.4705005413351189,0.25363088552287666
17,2024-02-17,43.79,91.66,34.55,24.09,500.0,0.3192612137203166,0.20481927710843384,48.5225,29.86312260408591,0.15847304592830808,1.4445073468002931,0.46788476159181924,0.8181495392801661
18,2024-02-24,168.39,74.23,43.57,22.11,438.0,-0.124,0.15567282321899745,77.075,64.52456767257982,1.4151973937022588,0.04409173284874254,0.519259581404963,0.8518460794485536
19,2024-03-02,56.33,30.51,15.85,13.98,499.0,0.13926940639269403,-0.0020000000000000018,29.1675,19.558627039408126,1.3887733502597623,0.06863978730690226,0.6809015772511509,0.7765115603155137
20,2024-03-09,58.2,115.15,141.56,120.51,367.0,-0.2645290581162325,-0.16210045662100458,108.855,35.64179241658122,1.4212248196708077,0.17661850241491928,0.9176025609976066,0.3270037562582818
21,2024-03-16,80.58,103.91,79.58,115.9,302.0,-0.17711171662125336,-0.3947895791583166,94.9925,17.906336634461745,0.8048826677513896,0.4980080617292631,0.8607288198937236,1.1676034259158485
22,2024-03-23,116.58,89.91,125.58,156.9,236.0,-0.2185430463576159,-0.35694822888283384,122.2425,27.626893147800754,0.20496332938004552,1.170327037029636,0.12080620076042368,1.254484165649257
23,2024-03-30,16.18,37.58,64.01,112.14,200.0,-0.15254237288135597,-0.3377483443708609,57.477500000000006,41.360433891179945,0.9984784035064642,0.4810757075796326,0.15794079958607604,1.3216133115000201
