date,1wk_WIS,1_week_roc,is_wis_above_avg,1st_deriv_stencil,week_of_year,moving_avg_WIS,lagged_1wk_WIS,loc_code,holiday_last_week
2024-01-06,182.54,0.1744966442953019,1,-29.416666666666668,1,72.61333333333334,15.52,01,1
2024-01-13,229.34,-0.3228571428571428,1,-121.75,2,142.46666666666667,182.54,01,1
2024-01-27,17.72,-0.1734104046242774,0,-69.5,4,143.20000000000002,229.34,01,1
2024-02-03,13.69,-0.2797202797202797,0,-11.083333333333334,5,86.91666666666667,17.72,01,0
2024-02-10,29.0,0.0873786407766989,0,17.166666666666668,6,20.136666666666667,13.69,01,0
2024-02-17,16.87,0.0892857142857141,0,-13.833333333333334,7,19.85333333333333,29.0,01,0
2024-02-24,16.66,-0.2704918032786885,0,-21.83333333333333,8,20.843333333333334,16.87,01,0
2024-03-02,12.66,-0.0449438202247191,0,-3.9166666666666665,9,15.396666666666668,16.66,01,1
2024-03-09,22.44,-0.0823529411764706,0,-0.1666666666666666,10,17.253333333333334,12.66,01,0
2024-03-16,6.58,0.0384615384615385,0,-10.666666666666666,11,13.893333333333336,22.44,01,0
2024-03-23,7.1,-0.2716049382716049,0,-10.0,12,12.04,6.58,01,0
2024-03-30,3.56,0.0338983050847456,0,2.0,13,5.746666666666666,7.1,01,0
2023-10-28,23.74,-0.0576923076923077,0,-9.916666666666666,43,27.98333333333333,21.74,04,0
2023-11-04,75.2,0.0408163265306122,0,43.75,44,40.22666666666667,23.74,04,0
2023-11-11,134.2,1.5882352941176472,0,79.75,45,77.71333333333332,75.2,04,0
2023-11-18,66.38,0.446969696969697,0,34.333333333333336,46,91.92666666666666,134.2,04,1
2023-11-25,50.99,0.1099476439790576,0,36.833333333333336,47,83.85666666666667,66.38,04,0
2023-12-02,27.65,0.3160377358490567,0,86.75,48,48.34,50.99,04,1
2023-12-09,74.46,0.4121863799283154,0,155.5,49,51.03333333333333,27.65,04,0
2023-12-16,303.73,0.5380710659898478,1,306.0,50,135.28,74.46,04,0
2023-12-23,34.19,0.5874587458745875,0,318.25,51,137.46,303.73,04,0
2023-12-30,556.17,0.1964656964656965,1,-28.166666666666668,52,298.03000000000003,34.19,04,0
2024-01-06,803.0,-0.1876629018245004,1,-255.91666666666663,1,464.4533333333334,556.17,04,1
2024-01-13,735.54,-0.2213903743315508,1,-124.75,2,698.2366666666667,803.0,04,1
2024-01-27,133.44,-0.0728571428571428,0,-183.08333333333331,4,557.3266666666667,735.54,04,1
2024-02-03,173.08,-0.4453004622496148,1,-263.6666666666667,5,347.3533333333334,133.44,04,0
2024-02-10,16.81,-0.4777777777777777,0,-66.91666666666667,6,107.7766666666667,173.08,04,0
2024-02-17,19.57,0.0851063829787233,0,25.5,7,69.82000000000004,16.81,04,0
2024-02-24,22.97,0.0,0,-9.5,8,19.78333333333337,19.57,04,0
2024-03-02,8.71,-0.1078431372549019,0,-46.16666666666666,9,17.08333333333337,22.97,04,1
2024-03-09,20.13,-0.3076923076923077,0,-23.83333333333333,10,17.27000000000004,8.71,04,0
2024-03-16,9.31,0.0634920634920634,0,-6.25,11,12.716666666666704,20.13,04,0
2024-03-23,6.51,-0.208955223880597,0,-18.5,12,11.983333333333372,9.31,04,0
2024-03-30,11.9,-0.0849056603773584,0,-9.0,13,9.240000000000038,6.51,04,0
2023-10-28,2.29,1.0,0,1.8333333333333333,43,1.3733333333333333,1.42,16,0
2023-11-04,0.58,0.25,0,-0.75,44,1.43,2.29,16,0
2023-11-11,6.66,-0.1999999999999999,0,3.6666666666666665,45,3.176666666666667,0.58,16,0
2023-11-18,1.19,1.75,0,1.5,46,2.81,6.66,16,1
2023-11-25,9.68,-0.2727272727272727,0,1.8333333333333333,47,5.843333333333334,1.19,16,0
2023-12-02,27.26,1.375,1,20.666666666666668,48,12.71,9.68,16,1
2023-12-09,30.96,1.4210526315789471,1,23.08333333333333,49,22.633333333333336,27.26,16,0
2023-12-16,33.22,0.4565217391304348,1,34.0,50,30.48,30.96,16,0
2023-12-23,17.39,0.7164179104477613,0,54.75,51,27.19,33.22,16,0
2023-12-30,57.59,0.4173913043478261,1,25.08333333333333,52,36.06666666666667,17.39,16,0
2024-01-06,194.81,-0.0368098159509202,1,-36.833333333333336,1,89.93,57.59,16,1
2024-01-13,123.41,-0.3503184713375796,1,-51.0,2,125.27000000000002,194.81,16,1
2024-01-27,21.28,-0.2159090909090909,0,-12.666666666666666,4,113.16666666666669,123.41,16,1
2024-02-03,12.23,0.0289855072463767,0,-1.75,5,52.306666666666665,21.28,16,0
2024-02-10,10.58,-0.1408450704225352,0,-9.75,6,14.696666666666667,12.23,16,0
2024-02-17,43.5,-0.0327868852459016,1,20.166666666666668,7,22.10333333333333,10.58,16,0
2024-02-24,6.19,0.5254237288135593,0,0.5833333333333334,8,20.09,43.5,16,0
2024-03-02,9.27,-0.3222222222222222,0,-14.083333333333334,9,19.65333333333333,6.19,16,1
2024-03-09,12.08,0.1475409836065573,0,7.583333333333333,10,9.18,9.27,16,0
2024-03-16,4.32,-0.0285714285714285,0,-8.666666666666666,11,8.556666666666667,12.08,16,0
2024-03-23,3.32,-0.1911764705882352,0,-11.5,12,6.573333333333333,4.32,16,0
2024-03-30,5.28,-0.1818181818181817,0,-10.0,13,4.306666666666667,3.32,16,0
2023-10-28,14.53,0.2903225806451612,0,12.916666666666666,43,6.216666666666666,1.37,13,0
2023-11-04,74.7,0.5,0,42.16666666666666,44,30.2,14.53,13,0
2023-11-11,91.7,0.9333333333333332,0,39.0,45,60.31,74.7,13,0
2023-11-18,76.81,0.146551724137931,0,12.916666666666666,46,81.07000000000001,91.7,13,1
2023-11-25,68.3,0.1729323308270676,0,49.25,47,78.93666666666667,76.81,13,0
2023-12-02,72.03,0.4423076923076923,0,44.25,48,72.38000000000001,68.3,13,1
2023-12-09,206.67,0.1599999999999999,1,95.5,49,115.66666666666669,72.03,13,0
2023-12-16,354.16,0.6934865900383143,1,247.33333333333331,50,210.95333333333332,206.67,13,0
2023-12-23,347.51,0.6877828054298643,1,421.3333333333333,51,302.78000000000003,354.16,13,0
2023-12-30,122.55,0.5241286863270778,1,-3.4166666666666665,52,274.74,347.51,13,0
2024-01-06,553.6,-0.3271767810026385,1,-310.75,1,341.22,122.55,13,1
2024-01-13,542.92,-0.1699346405228757,1,-138.75,2,406.3566666666666,553.6,13,1
2024-01-27,96.94,-0.0819999999999999,0,-149.25,4,397.82,542.92,13,1
2024-02-03,49.17,-0.2287581699346405,0,-69.33333333333333,5,229.67666666666665,96.94,13,0
2024-02-10,37.51,-0.1299435028248587,0,-40.75,6,61.20666666666667,49.17,13,0
2024-02-17,18.66,-0.159090909090909,0,-67.33333333333333,7,35.11333333333334,37.51,13,0
2024-02-24,46.75,-0.2741312741312741,0,-25.33333333333333,8,34.306666666666665,18.66,13,0
2024-03-02,14.22,0.074468085106383,0,-8.583333333333334,9,26.543333333333333,46.75,13,1
2024-03-09,4.33,-0.2277227722772277,0,-55.16666666666666,10,21.766666666666666,14.22,13,0
2024-03-16,3.42,-0.3205128205128205,0,-37.833333333333336,11,7.323333333333333,4.33,13,0
2024-03-23,14.89,-0.2264150943396226,0,-21.0,12,7.546666666666667,3.42,13,0
2024-03-30,2.64,-0.2195121951219512,0,-18.0,13,6.983333333333334,14.89,13,0
2023-10-28,28.51,0.4901960784313726,0,17.25,43,14.193333333333332,10.61,06,0
2023-11-04,148.21,0.2763157894736843,0,71.58333333333333,44,62.443333333333335,28.51,06,0
2023-11-11,286.21,1.2886597938144329,1,145.25,45,154.31,148.21,06,0
2023-11-18,255.47,0.6216216216216217,1,98.83333333333331,46,229.9633333333333,286.21,06,1
2023-11-25,26.14,0.2138888888888888,0,131.91666666666666,47,189.2733333333333,255.47,06,0
2023-12-02,59.62,0.4439359267734553,0,193.66666666666663,48,113.74333333333334,26.14,06,1
2023-12-09,50.14,0.2789223454833598,0,143.75,49,45.3,59.62,06,0
2023-12-16,538.85,0.2342007434944237,1,456.5833333333333,50,216.20333333333332,50.14,06,0
2023-12-23,55.73,0.6385542168674698,0,452.9166666666667,51,214.90666666666667,538.85,06,0
2023-12-30,800.5,0.0735294117647058,1,-144.16666666666666,52,465.0266666666666,55.73,06,0
2024-01-06,1194.21,-0.1894977168949772,1,-404.1666666666667,1,683.48,800.5,06,1
2024-01-13,767.03,-0.2746478873239436,1,-373.0833333333333,2,920.58,1194.21,06,1
2024-01-27,58.0,-0.3224568138195777,0,-257.9166666666667,4,673.08,767.03,06,1
2024-02-03,25.02,-0.2677053824362606,0,-138.16666666666666,5,283.35,58.0,06,0
2024-02-10,16.11,-0.2050290135396518,0,-92.16666666666669,6,33.04333333333333,25.02,06,0
2024-02-17,27.65,-0.2019464720194647,0,-53.333333333333336,7,22.926666666666662,16.11,06,0
2024-02-24,43.46,-0.0853658536585365,0,-22.33333333333333,8,29.07333333333333,27.65,06,0
2024-03-02,15.06,-0.1033333333333333,0,-50.41666666666666,9,28.723333333333333,43.46,06,1
2024-03-09,38.5,-0.2304832713754646,0,-42.91666666666666,10,32.34,15.06,06,0
2024-03-16,50.76,-0.0869565217391304,0,-14.0,11,34.77333333333333,38.5,06,0
2024-03-23,55.2,-0.074074074074074,0,-4.0,12,48.153333333333336,50.76,06,0
2024-03-30,35.68,0.0342857142857142,0,6.0,13,47.21333333333333,55.2,06,0
2023-10-28,1.09,-0.75,0,-2.5,43,1.7033333333333334,0.78,11,0
2023-11-04,0.76,-1.0,0,-0.75,44,0.8766666666666666,1.09,11,0
2023-12-02,4.22,0.375,0,2.75,48,5.483333333333334,5.41,11,1
2023-12-09,1.98,0.2727272727272727,0,2.833333333333333,49,3.870000000000001,4.22,11,0
2023-12-16,19.88,0.4285714285714286,1,17.5,50,8.693333333333333,1.98,11,0
2023-12-23,10.6,1.2999999999999998,1,21.25,51,10.82,19.88,11,0
2023-12-30,18.55,0.2391304347826086,1,4.583333333333333,52,16.343333333333334,10.6,11,0
2024-01-06,44.24,-0.0350877192982456,1,-11.25,1,24.46333333333333,18.55,11,1
2024-01-13,47.17,-0.3272727272727272,1,-19.58333333333333,2,36.653333333333336,44.24,11,1
2024-01-27,1.78,-0.2222222222222222,0,-7.916666666666667,4,31.063333333333333,47.17,11,1
2024-02-03,2.14,-0.0476190476190476,0,-3.1666666666666665,5,17.03,1.78,11,0
2024-02-10,10.36,-0.3,1,-0.4166666666666667,6,4.76,2.14,11,0
2024-02-17,4.06,0.3571428571428572,0,3.083333333333333,7,5.52,10.36,11,0
2024-02-24,5.43,-0.0526315789473684,0,-4.5,8,6.616666666666666,4.06,11,0
2024-03-02,26.43,-0.1666666666666666,1,12.416666666666666,9,11.973333333333334,5.43,11,1
2024-03-09,3.02,1.4,0,-0.8333333333333334,10,11.626666666666669,26.43,11,0
2024-03-16,3.76,-0.6111111111111112,0,-10.916666666666666,11,11.07,3.02,11,0
2024-03-23,3.15,0.4285714285714286,0,2.0,12,3.31,3.76,11,0
2024-03-30,4.19,-0.0999999999999999,0,-2.0,13,3.7000000000000006,3.15,11,0
2023-10-28,3.37,6.0,0,7.166666666666667,43,3.543333333333333,0.93,09,0
2023-11-04,1.72,0.7142857142857142,0,-3.083333333333333,44,2.006666666666667,3.37,09,0
2023-11-11,9.26,-0.5833333333333333,0,4.5,45,4.783333333333334,1.72,09,0
2023-11-18,19.41,3.4000000000000004,0,14.916666666666666,46,10.13,9.26,09,1
2023-11-25,41.6,0.5,1,17.583333333333332,47,23.42333333333333,19.41,09,0
2023-12-02,16.52,0.7272727272727273,0,19.166666666666668,48,25.843333333333334,41.6,09,1
2023-12-09,25.98,0.2982456140350877,0,35.166666666666664,49,28.03333333333333,16.52,09,0
2023-12-16,8.76,0.6216216216216217,0,15.916666666666666,50,17.086666666666666,25.98,09,0
2023-12-23,10.89,-0.0416666666666666,0,41.583333333333336,51,15.21,8.76,09,0
2023-12-30,92.01,0.6869565217391305,1,31.416666666666668,52,37.22,10.89,09,0
2024-01-06,115.0,-0.1391752577319587,1,-26.75,1,72.63333333333334,92.01,09,1
2024-01-13,143.37,-0.0479041916167665,1,-0.4166666666666667,2,116.79333333333334,115.0,09,1
2024-01-27,4.86,0.21875,0,-29.916666666666668,4,87.74333333333334,143.37,09,1
2024-02-03,38.15,-0.2884615384615384,1,-6.0,5,62.126666666666665,4.86,09,0
2024-02-10,13.36,0.2792792792792793,0,3.9166666666666665,6,18.79,38.15,09,0
2024-02-17,66.23,-0.1619718309859155,1,12.166666666666666,7,39.24666666666667,13.36,09,0
2024-02-24,66.74,0.4537815126050419,1,60.75,8,48.77666666666666,66.23,09,0
2024-03-02,21.45,0.23121387283237,0,-3.75,9,51.47333333333333,66.74,09,1
2024-03-09,29.91,-0.2253521126760563,0,-67.83333333333333,10,39.36666666666666,21.45,09,0
2024-03-16,33.44,-0.3939393939393939,0,-44.333333333333336,11,28.266666666666666,29.91,09,0
2024-03-23,27.44,-0.17,0,-5.5,12,30.263333333333325,33.44,09,0
2024-03-30,6.95,0.072289156626506,0,6.0,13,22.61,27.44,09,0
2023-10-28,1.65,0.0,0,3.0,43,1.653333333333333,1.45,19,0
2023-11-04,3.73,1.5,0,5.166666666666667,44,2.276666666666667,1.65,19,0
2023-11-11,4.47,0.3,0,0.75,45,3.283333333333333,3.73,19,0
2023-11-18,10.23,0.0769230769230768,0,6.5,46,6.1433333333333335,4.47,19,1
2023-11-25,21.46,0.9285714285714286,0,17.416666666666668,47,12.053333333333333,10.23,19,0
2023-12-02,2.64,0.6296296296296295,0,8.333333333333334,48,11.443333333333332,21.46,19,1
2023-12-09,4.5,0.0,0,-1.25,49,9.533333333333331,2.64,19,0
2023-12-16,11.62,0.1363636363636364,0,26.08333333333333,50,6.253333333333333,4.5,19,0
2023-12-23,10.34,0.8,0,28.5,51,8.82,11.62,19,0
2023-12-30,27.61,0.1,1,-0.1666666666666666,52,16.523333333333333,10.34,19,0
2024-01-06,60.41,-0.0505050505050505,1,-8.833333333333334,1,32.78666666666667,27.61,19,1
2024-01-13,43.1,-0.1063829787234043,1,-12.666666666666666,2,43.70666666666667,60.41,19,1
2024-01-27,30.52,-0.1999999999999999,1,13.833333333333334,4,44.67666666666667,43.1,19,1
2024-02-03,24.73,0.4078947368421053,1,20.666666666666668,5,32.78333333333333,30.52,19,0
2024-02-10,23.58,0.0467289719626167,1,4.583333333333333,6,26.276666666666667,24.73,19,0
2024-02-17,40.36,0.1071428571428572,1,23.916666666666668,7,29.55666666666667,23.58,19,0
2024-02-24,61.92,0.2661290322580645,1,31.83333333333333,8,41.95333333333333,40.36,19,0
2024-03-02,59.92,0.1464968152866241,1,14.75,9,54.06666666666666,61.92,19,1
2024-03-09,11.93,-0.011111111111111,0,-38.083333333333336,10,44.59,59.92,19,0
2024-03-16,26.91,-0.3539325842696629,1,-48.5,11,32.92,11.93,19,0
2024-03-23,30.91,-0.1826086956521738,1,-12.5,12,23.25,26.91,19,0
2024-03-30,19.68,-0.0425531914893616,0,-4.0,13,25.83333333333333,30.91,19,0
2023-10-28,12.8,0.4285714285714286,1,5.916666666666667,43,12.443333333333332,9.83,02,0
2023-11-04,1.89,0.1,0,6.333333333333333,44,8.173333333333334,12.8,02,0
2023-11-11,18.47,0.1818181818181818,1,-9.333333333333334,45,11.053333333333333,1.89,02,0
2023-11-18,35.55,-0.5641025641025641,1,-15.166666666666666,46,18.636666666666667,18.47,02,1
2023-11-25,22.39,-0.1764705882352941,1,0.75,47,25.47,35.55,02,0
2023-12-02,1.63,0.0714285714285714,0,1.0833333333333333,48,19.856666666666666,22.39,02,1
2023-12-09,0.44,-0.0666666666666666,0,-6.583333333333333,49,8.153333333333334,1.63,02,0
2023-12-16,0.68,-0.7142857142857143,0,-5.083333333333333,50,0.9166666666666666,0.44,02,0
2023-12-23,1.73,0.25,0,0.75,51,0.95,0.68,02,0
2023-12-30,0.95,-0.1999999999999999,0,-0.1666666666666666,52,1.12,1.73,02,0
2024-01-06,1.17,0.25,0,1.1666666666666667,1,1.2833333333333332,0.95,02,1
2024-01-13,7.54,0.1999999999999999,1,1.0,2,3.22,1.17,02,1
2024-01-27,5.92,-0.2222222222222222,0,0.8333333333333334,4,4.876666666666666,7.54,02,1
2024-02-03,7.29,0.1428571428571428,1,3.0,5,6.916666666666667,5.92,02,0
2024-02-10,1.0,0.375,0,-3.75,6,4.736666666666666,7.29,02,0
2024-02-17,1.0,-0.8181818181818181,0,-4.916666666666667,7,3.0966666666666662,1.0,02,0
2024-02-24,5.53,1.0,0,6.5,8,2.51,1.0,02,0
2024-03-02,1.06,1.75,0,0.0833333333333333,9,2.53,5.53,02,1
2024-03-09,3.24,-0.5454545454545454,0,-1.8333333333333333,10,3.276666666666667,1.06,02,0
2024-03-16,5.64,0.8,0,3.583333333333333,11,3.313333333333333,3.24,02,0
2024-03-23,3.64,0.1111111111111111,0,-0.5,12,4.173333333333333,5.64,02,0
2024-03-30,0.53,-0.1999999999999999,0,-2.0,13,3.27,3.64,02,0
2023-10-28,1.66,-0.2777777777777778,0,-0.75,43,2.523333333333333,1.12,05,0
2023-11-04,5.45,0.3846153846153846,0,7.416666666666667,44,2.7433333333333336,1.66,05,0
2023-11-11,1.23,0.3333333333333332,0,-1.8333333333333333,45,2.78,5.45,05,0
2023-11-18,3.81,-0.2916666666666666,0,1.5,46,3.4966666666666666,1.23,05,1
2023-11-25,1.49,0.588235294117647,0,3.25,47,2.1766666666666667,3.81,05,0
2023-12-02,19.24,-0.1111111111111111,0,6.333333333333333,48,8.18,1.49,05,1
2023-12-09,30.0,0.7083333333333333,0,13.583333333333334,49,16.91,19.24,05,0
2023-12-16,48.73,0.2926829268292683,1,23.08333333333333,50,32.656666666666666,30.0,05,0
2023-12-23,103.73,0.8113207547169812,1,73.25,51,60.81999999999999,48.73,05,0
2023-12-30,16.85,0.9479166666666669,0,77.83333333333333,52,56.43666666666667,103.73,05,0
2024-01-06,82.32,0.2513368983957218,1,9.0,1,67.63333333333334,16.85,05,1
2024-01-13,112.69,-0.047008547008547,1,23.166666666666668,2,70.62,82.32,05,1
2024-01-27,6.73,0.2158590308370043,0,9.833333333333334,4,67.24666666666667,112.69,05,1
2024-02-03,40.81,-0.1123188405797102,1,7.75,5,53.41,6.73,05,0
2024-02-10,10.96,0.1918367346938776,0,8.75,6,19.500000000000007,40.81,05,0
2024-02-17,21.48,-0.1164383561643835,0,-14.083333333333334,7,24.416666666666675,10.96,05,0
2024-02-24,14.66,0.0658914728682169,0,17.083333333333332,8,15.700000000000008,21.48,05,0
2024-03-02,5.41,0.0109090909090909,0,-13.666666666666666,9,13.850000000000009,14.66,05,1
2024-03-09,43.98,-0.1115107913669064,1,-39.16666666666666,10,21.350000000000005,5.41,05,0
2024-03-16,121.75,-0.1983805668016194,1,-78.33333333333333,11,57.046666666666674,43.98,05,0
2024-03-23,144.75,-0.4696969696969697,1,-58.0,12,103.49333333333334,121.75,05,0
2024-03-30,36.06,-0.219047619047619,0,-23.0,13,100.85333333333334,144.75,05,0
2023-10-28,0.76,0.0,0,0.5833333333333334,43,1.9533333333333331,1.07,15,0
2023-11-04,2.18,0.0769230769230768,0,0.6666666666666666,44,1.336666666666667,0.76,15,0
2023-11-11,14.06,0.1428571428571428,1,8.916666666666666,45,5.666666666666667,2.18,15,0
2023-11-18,6.42,0.8125,1,5.916666666666667,46,7.553333333333335,14.06,15,1
2023-11-25,0.98,-0.1034482758620689,0,-5.416666666666667,47,7.153333333333332,6.42,15,0
2023-12-02,2.0,-0.1153846153846154,0,4.833333333333333,48,3.1333333333333333,0.98,15,1
2023-12-09,4.15,0.4347826086956521,0,2.5,49,2.376666666666667,2.0,15,0
2023-12-16,4.12,-0.1818181818181817,0,-4.083333333333333,50,3.4233333333333333,4.15,15,0
2023-12-23,1.09,0.0370370370370369,0,2.75,51,3.120000000000001,4.12,15,0
2023-12-30,3.06,0.1428571428571428,0,8.166666666666666,52,2.7566666666666664,1.09,15,0
2024-01-06,14.48,0.25,1,-4.833333333333333,1,6.21,3.06,15,1
2024-01-13,15.07,-0.375,1,-4.416666666666667,2,10.87,14.48,15,1
2024-01-27,14.93,0.3043478260869565,1,-11.416666666666666,4,14.826666666666666,15.07,15,1
2024-02-03,1.12,-0.8333333333333334,0,-7.416666666666667,5,10.373333333333331,14.93,15,0
2024-02-10,1.58,2.4,0,4.666666666666667,6,5.876666666666665,1.12,15,0
2024-02-17,4.21,-0.4117647058823529,0,-2.9166666666666665,7,2.303333333333333,1.58,15,0
2024-02-24,8.2,0.3999999999999999,1,4.666666666666667,8,4.663333333333333,4.21,15,0
2024-03-02,2.12,0.1428571428571428,0,-4.0,9,4.843333333333333,8.2,15,1
2024-03-09,7.63,-0.4375,1,2.0,10,5.983333333333332,2.12,15,0
2024-03-16,0.24,1.0,0,-1.25,11,3.33,7.63,15,0
2024-03-23,0.93,-0.6666666666666667,0,-5.5,12,2.933333333333333,0.24,15,0
2024-03-30,1.08,0.1666666666666667,0,1.0,13,0.7499999999999994,0.93,15,0
2023-11-04,0.33,0.0,0,-0.0833333333333333,44,0.4633333333333334,0.53,10,0
2023-11-11,1.01,0.0,0,0.6666666666666666,45,0.6233333333333334,0.33,10,0
2023-11-18,0.93,1.0,0,-0.0833333333333333,46,0.7566666666666667,1.01,10,1
2023-11-25,0.25,-0.5,0,-0.75,47,0.73,0.93,10,0
2023-12-02,3.36,1.0,0,4.666666666666667,48,1.5133333333333334,0.25,10,1
2023-12-09,8.49,4.0,1,8.75,49,4.033333333333333,3.36,10,0
2023-12-16,10.36,0.8,1,4.5,50,7.403333333333333,8.49,10,0
2023-12-23,16.39,0.3333333333333332,1,24.83333333333333,51,11.746666666666668,10.36,10,0
2023-12-30,31.6,1.5,1,14.666666666666666,52,19.45,16.39,10,0
2024-01-06,33.84,-0.1999999999999999,1,-17.666666666666668,1,27.27666666666667,31.6,10,1
2024-01-13,21.3,-0.2916666666666666,1,-10.416666666666666,2,28.913333333333338,33.84,10,1
2024-01-27,5.12,-0.125,0,-4.083333333333333,4,20.08666666666667,21.3,10,1
2024-02-03,10.38,-0.1071428571428571,1,-2.1666666666666665,5,12.266666666666666,5.12,10,0
2024-02-10,20.51,0.0,1,7.666666666666667,6,12.003333333333336,10.38,10,0
2024-02-17,1.61,0.4399999999999999,0,-1.3333333333333333,7,10.833333333333334,20.51,10,0
2024-02-24,8.84,-0.3333333333333333,1,-2.083333333333333,8,10.32,1.61,10,0
2024-03-02,4.84,0.375,0,2.833333333333333,9,5.096666666666667,8.84,10,1
2024-03-09,2.38,-0.2121212121212121,0,-9.333333333333334,10,5.353333333333333,4.84,10,0
2024-03-16,1.39,-0.3076923076923077,0,-5.166666666666667,11,2.87,2.38,10,0
2024-03-23,1.7,-0.1111111111111111,0,-1.5,12,1.8233333333333333,1.39,10,0
2024-03-30,2.97,-0.0625,0,-1.0,13,2.02,1.7,10,0
2023-10-28,8.34,-0.2222222222222222,0,1.6666666666666667,43,4.836666666666667,0.96,17,0
2023-11-04,22.82,0.6190476190476191,0,18.25,44,10.706666666666669,8.34,17,0
2023-11-11,40.82,0.588235294117647,0,18.58333333333333,45,23.99333333333333,22.82,17,0
2023-11-18,52.7,0.3333333333333332,0,21.08333333333333,46,38.78,40.82,17,1
2023-11-25,93.78,0.4166666666666667,1,49.41666666666666,47,62.43333333333334,52.7,17,0
2023-12-02,21.29,0.6176470588235294,0,53.5,48,55.92333333333334,93.78,17,1
2023-12-09,7.5,0.2424242424242424,0,29.166666666666668,49,40.85666666666666,21.29,17,0
2023-12-16,138.08,0.2390243902439024,1,138.33333333333334,50,55.623333333333335,7.5,17,0
2023-12-23,18.32,0.8267716535433072,0,189.83333333333331,51,54.63333333333333,138.08,17,0
2023-12-30,224.37,0.2435344827586207,1,20.83333333333333,52,126.92333333333332,18.32,17,0
2024-01-06,471.8,-0.1143847487001733,1,-115.58333333333331,1,238.16333333333333,224.37,17,1
2024-01-13,391.43,-0.2563600782778865,1,-131.91666666666666,2,362.5333333333333,471.8,17,1
2024-01-27,62.73,-0.1791044776119402,0,-50.25,4,308.65333333333336,391.43,17,1
2024-02-03,35.03,-0.0109090909090908,0,-6.833333333333333,5,163.06333333333333,62.73,17,0
2024-02-10,56.83,-0.0808823529411765,0,-8.666666666666666,6,51.53,35.03,17,0
2024-02-17,89.15,0.048,1,27.75,7,60.33666666666667,56.83,17,0
2024-02-24,119.36,0.1412213740458014,1,44.41666666666666,8,88.44666666666667,89.15,17,0
2024-03-02,57.36,0.1070234113712373,0,-19.666666666666668,9,88.62333333333333,119.36,17,1
2024-03-09,23.21,-0.1873111782477341,0,-41.75,10,66.64333333333333,57.36,17,0
2024-03-16,8.55,-0.0408921933085502,0,-24.75,11,29.706666666666667,23.21,17,0
2024-03-23,8.34,-0.1627906976744185,0,-27.0,12,13.366666666666667,8.55,17,0
2024-03-30,6.33,-0.0555555555555555,0,-12.0,13,7.739999999999999,8.34,17,0
2023-10-28,12.76,0.1875,0,6.916666666666667,43,7.169999999999999,2.64,08,0
2023-11-04,21.64,0.631578947368421,0,14.833333333333334,44,12.346666666666666,12.76,08,0
2023-11-11,71.49,0.6774193548387097,1,37.5,45,35.29666666666666,21.64,08,0
2023-11-18,65.8,0.9615384615384616,1,48.75,46,52.97666666666667,71.49,08,1
2023-11-25,11.92,0.3431372549019607,0,7.583333333333333,47,49.73666666666667,65.8,08,0
2023-12-02,59.36,-0.0802919708029197,1,0.8333333333333334,48,45.69333333333333,11.92,08,1
2023-12-09,14.86,0.2142857142857142,0,53.083333333333336,49,28.71333333333333,59.36,08,0
2023-12-16,9.66,0.4379084967320261,0,47.66666666666666,50,27.96,14.86,08,0
2023-12-23,18.91,0.1454545454545455,0,71.08333333333333,51,14.476666666666668,9.66,08,0
2023-12-30,126.86,0.373015873015873,1,31.83333333333333,52,51.81,18.91,08,0
2024-01-06,182.25,-0.1098265895953757,1,-38.083333333333336,1,109.34,126.86,08,1
2024-01-13,257.13,-0.0714285714285714,1,-40.16666666666666,2,188.74666666666667,182.25,08,1
2024-01-27,18.95,0.1624365482233503,0,-50.66666666666666,4,152.77666666666664,257.13,08,1
2024-02-03,27.74,-0.1441048034934497,0,-9.583333333333334,5,101.27333333333333,18.95,08,0
2024-02-10,6.53,0.0,0,-31.0,6,17.73999999999998,27.74,08,0
2024-02-17,12.13,-0.3010204081632652,0,-36.083333333333336,7,15.466666666666644,6.53,08,0
2024-02-24,3.93,-0.0583941605839416,0,-19.75,8,7.529999999999981,12.13,08,0
2024-03-02,4.47,-0.2790697674418605,0,-28.58333333333333,9,6.843333333333315,3.93,08,1
2024-03-09,31.35,-0.1290322580645161,0,4.666666666666667,10,13.24999999999998,4.47,08,0
2024-03-16,34.4,0.1851851851851851,0,12.75,11,23.40666666666665,31.35,08,0
2024-03-23,9.02,0.0104166666666667,0,-14.0,12,24.92333333333332,34.4,08,0
2024-03-30,3.5,-0.2989690721649485,0,-29.0,13,15.63999999999998,9.02,08,0
2023-10-28,218.28,0.071917808219178,1,80.75,43,129.26666666666668,88.74,12,0
2023-11-04,136.41,0.4185303514376997,1,69.33333333333333,44,147.80999999999997,218.28,12,0
2023-11-11,326.41,0.0405405405405405,1,106.33333333333331,45,227.0333333333334,136.41,12,0
2023-11-18,276.78,0.4112554112554112,1,134.0,46,246.53333333333333,326.41,12,1
2023-11-25,35.56,0.0751533742331287,0,38.91666666666666,47,212.91666666666663,276.78,12,0
2023-12-02,24.91,0.0670470756062766,0,25.33333333333333,48,112.41666666666669,35.56,12,1
2023-12-09,19.82,0.0200534759358288,0,40.0,49,26.763333333333332,24.91,12,0
2023-12-16,31.2,0.1061598951507207,0,101.66666666666669,50,25.31,19.82,12,0
2023-12-23,215.91,0.1718009478672986,1,273.5833333333333,51,88.97666666666667,31.2,12,0
